index,similarity,path,time,souffle_time,neo4j_time,sim_time,gen_time,automaton_time
flighthotel-random-2,"[0.610062893081761, 0.4472049689440994, 0.40993788819875776, 0.6280487804878049, 0.42857142857142855]","[8, 6, 7, 10, 7]","[0.720466345, 0.428292182, 0.384724633, 0.590839851, 0.484515571]","[0.000387572, 0.000242101, 0.00020537, 0.000374232, 0.000263362]","[0.63734493, 0.378088035, 0.336199573, 0.521464063, 0.425256472]","[0.007411989, 0.00369504, 0.003198147, 0.005193634, 0.005214412]","[0.003428909, 0.002042954, 0.001713895, 0.003010022, 0.002454343]","[0.001038512, 0.0006676, 0.000604552, 0.000976295, 0.000789036]"
flighthotel-random-4,"[0.6280487804878049, 0.49693251533742333, 0.4088050314465409, 0.36477987421383645, 0.4125]","[10, 7, 5, 4, 6]","[1.03104346, 0.709314248, 0.619698705, 0.543326466, 0.668038072]","[0.00035328, 0.00027102, 0.00022728, 0.000204391, 0.000237701]","[0.9633821, 0.650003558, 0.573180566, 0.500427222, 0.615477737]","[0.006528896, 0.004638812, 0.004924525, 0.003555339, 0.004425161]","[0.00311414, 0.002420744, 0.002010253, 0.001663913, 0.002061757]","[0.000930422, 0.000759041, 0.000633361, 0.000538811, 0.000662882]"
flighthotel-random-8,"[0.4125, 0.35625, 0.4088050314465409, 0.36477987421383645, 0.6158536585365854]","[6, 4, 5, 4, 10]","[1.490872769, 0.368005201, 1.084267357, 0.501619458, 2.939258099]","[0.000388391, 0.000153401, 0.00029327, 0.00014628, 0.000651413]","[1.394065517, 0.329906949, 1.024072194, 0.462609713, 2.82982158]","[0.008053665, 0.002189967, 0.006504939, 0.002740297, 0.015700596]","[0.003410697, 0.001240864, 0.002679444, 0.001295702, 0.005781605]","[0.001014173, 0.000432103, 0.00078525, 0.00041334, 0.001538012]"
flighthotel-random-16,"[0.50625, 0.41509433962264153, 0.4720496894409938, 0.4382716049382716, 0.5185185185185185]","[7, 6, 7, 7, 7]","[1.205113358, 1.404546318, 1.519161478, 1.546088964, 1.6109030610000001]","[0.000326701, 0.000332121, 0.00029498, 0.000322432, 0.00035539]","[1.13876386, 1.335914422, 1.449485356, 1.462160972, 1.541093662]","[0.006347433, 0.007847189, 0.00779068, 0.008021043, 0.008950326]","[0.002806042, 0.003138361, 0.00282422, 0.002870036, 0.003209976]","[0.00083792, 0.000963625, 0.000799613, 0.000819911, 0.000870892]"
flighthotel-weighted_distance-1,"[1, 1, 1, 1, 1]","[16, 16, 16, 16, 16]","[0.388481234, 0.363210676, 0.322936479, 0.34264778, 0.337826298]","[0.000267931, 0.0002719, 0.00024023, 0.00026009, 0.00022925]","[0.286358351, 0.297397941, 0.265409025, 0.28254356, 0.283247672]","[0.004511414, 0.004664795, 0.00406408, 0.004758691, 0.00423512]","[0.002291826, 0.002374443, 0.002096516, 0.002306233, 0.002058365]","[0.000631322, 0.000593802, 0.000558611, 0.000613532, 0.000527731]"
flighthotel-weighted_distance-2,"[0.39622641509433965, 0.39622641509433965, 0.39622641509433965, 0.39622641509433965, 0.39622641509433965]","[4, 4, 4, 4, 4]","[0.328011361, 0.317215632, 0.332368662, 0.314888516, 0.32043363]","[0.00022854, 0.000219451, 0.000221711, 0.000203851, 0.00021756]","[0.281974961, 0.269145066, 0.287763394, 0.270427569, 0.275581782]","[0.003400886, 0.003416842, 0.003095308, 0.002923185, 0.003400071]","[0.001798019, 0.001899132, 0.001806827, 0.001692868, 0.001842012]","[0.000606991, 0.00066622, 0.000625472, 0.000603564, 0.000637441]"
flighthotel-weighted_distance-4,"[0.3522012578616352, 0.3522012578616352, 0.3522012578616352, 0.3522012578616352, 0.3522012578616352]","[3, 3, 3, 3, 3]","[0.439419495, 0.402863088, 0.447355145, 0.431396491, 0.408556781]","[0.00018564, 0.00018766, 0.000182761, 0.00017502, 0.00017191]","[0.399471774, 0.362435161, 0.405520824, 0.392611049, 0.367716433]","[0.002395599, 0.002546857, 0.002640307, 0.002544467, 0.002641406]","[0.001424711, 0.001429974, 0.001418883, 0.001475254, 0.001422343]","[0.00048065, 0.000488381, 0.000481532, 0.000491163, 0.000500721]"
flighthotel-weighted_distance-8,"[0.3522012578616352, 0.3522012578616352, 0.3522012578616352, 0.3522012578616352, 0.3522012578616352]","[3, 3, 3, 3, 3]","[0.435027081, 0.466302513, 0.411541557, 0.413706673, 0.432996113]","[0.000188131, 0.00020047, 0.0001778, 0.000167971, 0.00018697]","[0.39335611, 0.421801787, 0.373919918, 0.374639629, 0.380901186]","[0.002827918, 0.002595908, 0.002624914, 0.002436195, 0.002667227]","[0.001559184, 0.001574034, 0.001408276, 0.001347794, 0.001432202]","[0.000535142, 0.000554332, 0.000486522, 0.000448702, 0.000484461]"
flighthotel-weighted_distance-16,"[0.3522012578616352, 0.3522012578616352, 0.3522012578616352, 0.3522012578616352, 0.3522012578616352]","[3, 3, 3, 3, 3]","[0.400684418, 0.430921576, 0.457203516, 0.418745734, 0.426947045]","[0.00017426, 0.00019361, 0.00016997, 0.000166781, 0.00017521]","[0.361203614, 0.388993626, 0.400864418, 0.382124959, 0.388126553]","[0.002713537, 0.002773307, 0.002583047, 0.002494028, 0.002619126]","[0.001443884, 0.001563514, 0.001411183, 0.001361013, 0.001452815]","[0.000489432, 0.000539913, 0.000473101, 0.00046681, 0.000497232]"
flighthotel-greedy-1,"[1, 1, 1, 1, 1]","[16, 16, 16, 16, 16]","[0.35311828, 0.306312067, 0.305323074, 0.306423827, 0.303561948]","[0.00023535, 0.00022023, 0.000219872, 0.00020856, 0.00021247]","[0.27638158, 0.255028411, 0.255140382, 0.253672096, 0.253860847]","[0.00429673, 0.004143662, 0.004102073, 0.004275401, 0.004265464]","[0.002123957, 0.001914063, 0.001969477, 0.001899048, 0.001904643]","[0.000540752, 0.000495971, 0.000529552, 0.000513352, 0.000458272]"
flighthotel-greedy-2,"[1, 1, 1, 1, 1]","[16, 16, 16, 16, 16]","[0.530336035, 0.500003324, 0.481504465, 0.50660737, 0.498821279]","[0.00024444, 0.000227401, 0.00025113, 0.00026859, 0.000235841]","[0.47778848, 0.450959134, 0.430607903, 0.44994864, 0.444767839]","[0.003962282, 0.003820421, 0.004495581, 0.004502754, 0.004532328]","[0.002055603, 0.001866684, 0.001996854, 0.002313754, 0.002106087]","[0.000534562, 0.000462991, 0.000487592, 0.000587702, 0.000533071]"
flighthotel-greedy-4,"[1, 1, 1, 1, 1]","[16, 16, 16, 16, 16]","[0.790582124, 0.726206244, 0.766316697, 0.759267207, 0.761549862]","[0.00023524, 0.000240271, 0.000245501, 0.000258302, 0.00026451]","[0.733921426, 0.674851332, 0.711971124, 0.705322706, 0.704914941]","[0.004063263, 0.004869719, 0.004589141, 0.004779841, 0.004294412]","[0.001905923, 0.002097378, 0.002122957, 0.002227705, 0.002072384]","[0.000474111, 0.000518561, 0.000521294, 0.00056105, 0.000523483]"
flighthotel-greedy-8,"[1, 1, 1, 1, 1]","[16, 16, 16, 16, 16]","[0.849595881, 0.917355966, 0.875085903, 0.884846687, 0.864783913]","[0.00024879, 0.000267951, 0.00025304, 0.00026411, 0.00024361]","[0.793601923, 0.847694054, 0.813615032, 0.825796203, 0.813383898]","[0.004488402, 0.005016673, 0.005126984, 0.004935304, 0.004275082]","[0.002109526, 0.002335739, 0.002380906, 0.002232535, 0.002096946]","[0.000530211, 0.000584694, 0.000635372, 0.000574161, 0.000544561]"
flighthotel-greedy-16,"[1, 1, 1, 1, 1]","[16, 16, 16, 16, 16]","[0.830588872, 0.860259217, 0.874357612, 0.844452383, 0.845188243]","[0.000247361, 0.00023604, 0.0002712, 0.00022116, 0.00023777]","[0.776636213, 0.805202872, 0.820211233, 0.791700083, 0.794985711]","[0.00440573, 0.004445112, 0.00482073, 0.004309183, 0.004272851]","[0.002093287, 0.002031055, 0.002261735, 0.001914972, 0.001999823]","[0.000509342, 0.000496432, 0.000554091, 0.000487011, 0.000503461]"
persondata-naive-1,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.214913152, 0.142297482, 0.14972045, 0.136933748, 0.149072149]","[0.000230381, 0.00025601, 0.000226491, 0.000251881, 0.000261721]","[0.138057151, 0.091040834, 0.093447862, 0.086510445, 0.095582737]","[0.022628294, 0.023536694, 0.024721103, 0.022310755, 0.023697156]","[0.003835309, 0.00419088, 0.004026508, 0.003839729, 0.00425522]","[0.000919511, 0.001110781, 0.000968512, 0.000998353, 0.001143481]"
persondata-naive-2,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.778168053, 0.718092313, 0.694836625, 0.725354309, 0.728102666]","[0.000747141, 0.000765664, 0.000757053, 0.00083151, 0.00078736]","[0.729172368, 0.666441867, 0.645391782, 0.670994205, 0.671708344]","[0.082794105, 0.086025186, 0.084712467, 0.088043787, 0.088115765]","[0.014377901, 0.015213803, 0.014744007, 0.016058372, 0.01609819]","[0.003487867, 0.003548599, 0.003513676, 0.003978202, 0.003776071]"
persondata-naive-4,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[13.185605996, 13.277592236, 12.898753175, 12.668186822, 12.38065393]","[0.004935449, 0.005062262, 0.005007516, 0.005003149, 0.004997563]","[13.084880065, 13.194553124, 12.827443456, 12.596862389, 12.308621197]","[0.59573963, 0.604741021, 0.607199482, 0.59005433, 0.593654343]","[0.108845959, 0.10847475, 0.108551931, 0.106449244, 0.107574078]","[0.024580421, 0.024167197, 0.024471012, 0.02445725, 0.023946147]"
persondata-naive-8,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[363.48327796, 366.38509004, 345.976389703, 342.355469696, 369.993313459]","[0.06556227, 0.06641521, 0.064512003, 0.06339692, 0.06465187]","[362.87539584, 365.80450573, 345.424079608, 341.744588637, 369.383682436]","[8.773578901, 8.743757554, 8.675498871, 8.657544141, 8.629142556]","[1.6129965689999999, 1.615545389, 1.600402157, 1.591541053, 1.5796336050000002]","[0.354338999, 0.354637099, 0.354077838, 0.363247401, 0.353199583]"
persondata-naive-16,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
persondata-random-1,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.394042532, 0.18504274, 0.180471933, 0.176190837, 0.173502129]","[0.000239601, 0.000226401, 0.000235002, 0.000245501, 0.000209721]","[0.170039363, 0.118505069, 0.112525712, 0.112187659, 0.117470249]","[0.022231412, 0.022185111, 0.024076554, 0.024741895, 0.022160557]","[0.003754645, 0.00364562, 0.004165492, 0.004116507, 0.003591252]","[0.000907956, 0.000878975, 0.001012516, 0.001004945, 0.000872935]"
persondata-random-2,"[0.7908496732026143, 0.8768115942028986, 1, 1, 0.8768115942028986]","[13, 13, 13, 13, 13]","[0.276076132, 0.607500142, 0.3330769, 0.406821348, 0.49362098]","[0.000272931, 0.000512203, 0.000344123, 0.000367371, 0.000369671]","[0.201704803, 0.493240559, 0.252599389, 0.316048617, 0.403014578]","[0.024994545, 0.049692855, 0.035317181, 0.035610706, 0.036753648]","[0.004320364, 0.008538407, 0.006010274, 0.005913802, 0.006120624]","[0.001100237, 0.002124942, 0.001452199, 0.00145049, 0.00146257]"
persondata-random-4,"[0.8062015503875969, 0.8062015503875969, 1, 0.8062015503875969, 0.6884057971014492]","[11, 11, 13, 11, 11]","[0.689638686, 1.130657752, 0.70013613, 0.801742827, 0.826050914]","[0.000353222, 0.000538253, 0.000512912, 0.000407313, 0.000480122]","[0.601985965, 1.013161935, 0.591771345, 0.709501613, 0.722075332]","[0.031593755, 0.047644004, 0.054806053, 0.044506323, 0.046491674]","[0.005551308, 0.008395555, 0.009848067, 0.007313892, 0.007948102]","[0.00137457, 0.002044561, 0.002464235, 0.00176342, 0.001939862]"
persondata-random-8,"[0.6277372262773723, 0.5704225352112676, 0.6024844720496895, 0.7692307692307693, 0.7086092715231788]","[8, 8, 13, 10, 13]","[1.106867995, 1.895658802, 1.111338656, 1.561143768, 1.7818617350000001]","[0.0003013, 0.000684242, 0.000325041, 0.000551553, 0.000775004]","[1.02701697, 1.72179614, 1.037295566, 1.455489831, 1.640865662]","[0.027455923, 0.062200289, 0.029875027, 0.055562508, 0.076711215]","[0.004963076, 0.011060145, 0.005276169, 0.009626147, 0.014039714]","[0.001272989, 0.002877728, 0.001241927, 0.002326164, 0.003672491]"
persondata-random-16,"[0.6645569620253164, 0.6277372262773723, 0.6408450704225352, 0.6870748299319728, 0.543046357615894]","[13, 8, 11, 10, 11]","[1.7897519960000001, 3.343496237, 2.938333434, 3.853301183, 1.752748916]","[0.000345401, 0.000756394, 0.000688942, 0.000816435, 0.000422003]","[1.711457361, 3.213225858, 2.801722473, 3.700091317, 1.668419281]","[0.030159708, 0.066395407, 0.069511458, 0.075100414, 0.042284974]","[0.005472828, 0.012745384, 0.011714503, 0.013692705, 0.007332114]","[0.001416838, 0.00359392, 0.002870307, 0.003479481, 0.001861149]"
persondata-weighted_distance-1,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.355341078, 0.16109035, 0.157419269, 0.150211852, 0.151158196]","[0.000291862, 0.000248472, 0.000253133, 0.000240392, 0.00023387]","[0.159663854, 0.101797394, 0.096794347, 0.09761203, 0.096999306]","[0.029646858, 0.026019301, 0.02511648, 0.023212081, 0.024844679]","[0.00525878, 0.004415021, 0.004262669, 0.003988113, 0.004123751]","[0.001306467, 0.001168345, 0.001056314, 0.001002455, 0.001014146]"
persondata-weighted_distance-2,"[0.8062015503875969, 0.8062015503875969, 0.8062015503875969, 0.8062015503875969, 0.8062015503875969]","[11, 11, 11, 11, 11]","[0.462590979, 0.495241082, 0.480415216, 0.440755883, 0.437387791]","[0.000550504, 0.000636053, 0.000609474, 0.000645105, 0.000572092]","[0.34229939, 0.372216418, 0.359441505, 0.321443104, 0.326430454]","[0.059848184, 0.068550871, 0.059639328, 0.065449687, 0.061179598]","[0.010083451, 0.011671814, 0.010420454, 0.011366284, 0.010474769]","[0.002431384, 0.002939125, 0.002668724, 0.002910213, 0.002552744]"
persondata-weighted_distance-4,"[0.7421875, 0.7421875, 0.7421875, 0.7421875, 0.7421875]","[8, 8, 8, 8, 8]","[0.669027528, 0.706005116, 0.68020882, 0.62841977, 0.640582888]","[0.000671813, 0.000634792, 0.000581773, 0.000519981, 0.000465393]","[0.547039836, 0.592307676, 0.57565568, 0.529240964, 0.543931614]","[0.065472015, 0.06163715, 0.055604278, 0.053112274, 0.05115781]","[0.011027866, 0.010627497, 0.00944491, 0.008767427, 0.008015155]","[0.002837936, 0.002770654, 0.002506043, 0.002148932, 0.001919339]"
persondata-weighted_distance-8,"[0.546875, 0.546875, 0.546875, 0.546875, 0.546875]","[6, 6, 6, 6, 6]","[0.820423287, 0.765129756, 0.763290934, 0.790552265, 0.776864374]","[0.000353661, 0.000330522, 0.00041582, 0.000353931, 0.000354833]","[0.745980848, 0.701314046, 0.68899428, 0.69851619, 0.706792404]","[0.032549295, 0.029795271, 0.034647461, 0.033018121, 0.032890912]","[0.005266621, 0.004830143, 0.006030185, 0.005460527, 0.005441375]","[0.001442028, 0.001258076, 0.001623489, 0.001473508, 0.001435817]"
persondata-weighted_distance-16,"[0.546875, 0.546875, 0.546875, 0.546875, 0.546875]","[6, 6, 6, 6, 6]","[1.425889663, 1.437243142, 1.430538886, 1.374523825, 1.4013215589999999]","[0.000454366, 0.000356021, 0.000410672, 0.000321941, 0.000374971]","[1.340259754, 1.36620723, 1.355985695, 1.309731883, 1.330651119]","[0.037115175, 0.032647632, 0.034724953, 0.029754074, 0.031501498]","[0.006529786, 0.005481352, 0.006243276, 0.004899022, 0.005396718]","[0.001690287, 0.001324008, 0.001706378, 0.001247657, 0.001434967]"
persondata-greedy-1,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.167976855, 0.13169496, 0.153781501, 0.132166643, 0.13775463]","[0.000260751, 0.000229972, 0.000224211, 0.000224342, 0.000231721]","[0.082446566, 0.078265202, 0.095855841, 0.076087542, 0.083012877]","[0.027180291, 0.025136698, 0.023463876, 0.026780508, 0.025252023]","[0.004423102, 0.004176208, 0.003838441, 0.00435255, 0.004246321]","[0.001076316, 0.000990515, 0.000949305, 0.001093894, 0.000988285]"
persondata-greedy-2,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.234966498, 0.213816998, 0.215629178, 0.233632228, 0.20654233]","[0.000335403, 0.00029552, 0.000314781, 0.000323951, 0.000250022]","[0.164720646, 0.144578245, 0.147426447, 0.169032425, 0.149075735]","[0.037712228, 0.02856015, 0.031521564, 0.031599187, 0.027116004]","[0.006437173, 0.005186041, 0.005539773, 0.005555962, 0.00460753]","[0.001594427, 0.001469898, 0.001439908, 0.001449397, 0.001092165]"
persondata-greedy-4,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.359741662, 0.346244595, 0.363918357, 0.341368506, 0.359935325]","[0.000262762, 0.00022781, 0.000241871, 0.000262252, 0.000315832]","[0.301302332, 0.291728445, 0.308740482, 0.284517741, 0.285823948]","[0.026969927, 0.026665442, 0.023269119, 0.026880934, 0.037515564]","[0.004557599, 0.004324827, 0.004064388, 0.004501273, 0.006322938]","[0.001156385, 0.001054306, 0.001010845, 0.001123965, 0.001552738]"
persondata-greedy-8,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[0.624514641, 0.595530939, 0.58016571, 0.623161955, 0.59313267]","[0.000214902, 0.000216231, 0.000205431, 0.000226931, 0.00019944]","[0.572354803, 0.545387031, 0.530205155, 0.568456165, 0.540500913]","[0.022482088, 0.022113505, 0.022446445, 0.023204929, 0.022105345]","[0.003759951, 0.003653624, 0.003717636, 0.004014844, 0.003653187]","[0.000861063, 0.000861924, 0.000878885, 0.001011955, 0.000875394]"
persondata-greedy-16,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[1.200558124, 1.248495535, 1.191991653, 1.167722404, 1.149449164]","[0.000305051, 0.000256061, 0.000269501, 0.000306321, 0.000265831]","[1.133209445, 1.182284774, 1.117942283, 1.109632811, 1.087628914]","[0.031602225, 0.026213201, 0.021833295, 0.026665116, 0.027586241]","[0.005685005, 0.004612929, 0.00383454, 0.004775109, 0.004915263]","[0.001431957, 0.001139786, 0.000958435, 0.001212766, 0.001185606]"
