index,similarity,path,time,souffle_time,neo4j_time,sim_time,gen_time,automaton_time,num_dup,num_tot
amalgam1_to_amalgam3-naive-0.5,"[0.925, 0.925, 0.925, 0.925, 0.925]","[18, 18, 18, 18, 18]","[214.510257554, 215.674449673, 217.233707472, 208.173614205, 213.932886055]","[0.000696493, 0.000683302, 0.000697053, 0.000712909, 0.000687371]","[0.421975463, 0.4373732, 0.421459437, 0.426957747, 0.440062975]","[203.992919307, 205.253761597, 206.751601314, 198.003341867, 203.484199483]","[7.917903093, 7.834078014, 7.890971806, 7.682547019, 7.852213332]","[0.000361941, 0.000364301, 0.000357231, 0.000364889, 0.00036275]","[7, 7, 7, 7, 7]","[16, 16, 16, 16, 16]"
amalgam1_to_amalgam3-naive-0.7,"[0.925, 0.925, 0.925, 0.925, 0.925]","[18, 18, 18, 18, 18]","[216.247143541, 216.903156139, 216.228514819, 214.990000808, 217.520149506]","[0.000690222, 0.000685622, 0.000692133, 0.000688982, 0.000689573]","[0.424896723, 0.423803086, 0.406420601, 0.456125679, 0.398740145]","[205.79414454, 206.52777727, 205.850732809, 204.599507332, 207.151196766]","[7.882561801, 7.815195671, 7.830806327, 7.807248607, 7.82981194]","[0.000363831, 0.000360132, 0.000369771, 0.000409821, 0.000359701]","[7, 7, 7, 7, 7]","[16, 16, 16, 16, 16]"
amalgam1_to_amalgam3-naive-0.9,"[0.925, 0.925, 0.925, 0.925, 0.925]","[18, 18, 18, 18, 18]","[215.178268048, 217.401644832, 215.040287627, 214.977152644, 209.840666608]","[0.000686262, 0.000705223, 0.000679502, 0.000688973, 0.000689863]","[0.422931551, 0.423945322, 0.430333583, 0.42552616, 0.420217804]","[204.776810733, 206.85194807, 204.659436693, 204.593229903, 199.551071415]","[7.826216567, 7.957234399, 7.788641526, 7.803055317, 7.788632468]","[0.000376422, 0.000358392, 0.000365962, 0.000359931, 0.000360051]","[7, 7, 7, 7, 7]","[16, 16, 16, 16, 16]"
amalgam1_to_amalgam3-naive-1.0,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[220.041806512, 212.781907313, 217.193157273, 218.159985102, 216.027534686]","[0.001164165, 0.001144202, 0.001160836, 0.001147012, 0.001139522]","[2.821221297, 2.686502734, 2.622313094, 2.64961853, 2.595614234]","[207.213946798, 200.220900887, 204.687830829, 205.483293133, 203.603494569]","[7.853585022, 7.808140209, 7.825516425, 7.888065325, 7.765422397]","[0.000817805, 0.000732469, 0.000780898, 0.000743452, 0.000750242]","[55, 55, 55, 55, 55]","[112, 112, 112, 112, 112]"
flighthotel-greedy-0.5,"[0.505, 0.505, 0.505, 0.505, 0.505]","[10, 10, 10, 10, 10]","[0.75691242, 0.515492053, 0.521595241, 0.530096028, 0.544448811]","[0.0001253, 0.000113931, 0.00014415, 0.00013666, 0.000132421]","[0.681667062, 0.480895906, 0.484434261, 0.492228705, 0.506698568]","[0.007594811, 0.007683924, 0.008344484, 0.007793821, 0.007718273]","[0.001171832, 0.001202323, 0.001293553, 0.001353806, 0.001311424]","[0.00043162, 0.000461212, 0.000459713, 0.000487242, 0.000483281]","[35, 35, 35, 35, 35]","[72, 72, 72, 72, 72]"
flighthotel-greedy-0.7,"[0.745, 0.745, 0.745, 0.745, 0.745]","[13, 13, 13, 13, 13]","[0.792997903, 0.737979293, 0.719336729, 0.734917837, 0.715678451]","[0.000139071, 0.000149521, 0.00012747, 0.00021763, 0.000127762]","[0.742281576, 0.691478588, 0.675768348, 0.688931742, 0.675259474]","[0.010433751, 0.010461232, 0.010333522, 0.010584409, 0.010262549]","[0.001516675, 0.001545853, 0.001476391, 0.001878479, 0.001400786]","[0.000513541, 0.000503161, 0.00048989, 0.000612904, 0.000466061]","[47, 47, 47, 47, 47]","[96, 96, 96, 96, 96]"
flighthotel-greedy-0.9,"[0.945, 0.945, 0.945, 0.945, 0.945]","[15, 15, 15, 15, 15]","[0.836950661, 0.814775038, 0.806760406, 0.843086666, 0.791465245]","[0.00014829, 0.00020797, 0.00022772, 0.0001611, 0.000194281]","[0.789282288, 0.763443448, 0.753630191, 0.781441245, 0.744201338]","[0.011774327, 0.011932737, 0.012329027, 0.011613985, 0.011701953]","[0.001609602, 0.002028844, 0.002147744, 0.001678195, 0.001850517]","[0.00051378, 0.000625471, 0.00065214, 0.000537834, 0.000593831]","[52, 52, 52, 52, 52]","[106, 106, 106, 106, 106]"
flighthotel-greedy-1.0,"[1, 1, 1, 1, 1]","[16, 16, 16, 16, 16]","[0.83961345, 0.803319943, 0.810137425, 0.780382559, 0.794517423]","[0.00017141, 0.000187501, 0.000200311, 0.00015728, 0.000229741]","[0.79010011, 0.752524342, 0.760497586, 0.733197096, 0.741647258]","[0.011996887, 0.012214177, 0.011964927, 0.011775155, 0.012204325]","[0.001851212, 0.001933716, 0.001968768, 0.001677354, 0.002145147]","[0.00054867, 0.000557321, 0.000597831, 0.000517952, 0.000634121]","[53, 53, 53, 53, 53]","[108, 108, 108, 108, 108]"
flighthotel-random-0.5,"[0.32, 0.385, 0.29, 0.535, 0.53]","[5, 6, 4, 8, 8]","[0.799071989, 1.5228221579999999, 0.468359107, 0.974090157, 1.185188]","[0.00014203, 0.000203671, 9.1371e-05, 0.00022715, 0.000263792]","[0.743215922, 1.455014416, 0.437594635, 0.921340591, 1.126605206]","[0.011109645, 0.024537381, 0.007988459, 0.015915704, 0.017402453]","[0.001511174, 0.002608139, 0.001000227, 0.0022485, 0.002550688]","[0.000594662, 0.000871591, 0.000396141, 0.000769793, 0.000883362]","[57, 130, 44, 77, 89]","[108, 232, 80, 144, 164]"
flighthotel-random-0.7,"[0.385, 0.315, 0.395, 0.6, 0.345]","[6, 5, 6, 9, 5]","[0.709255312, 0.742833873, 1.167158975, 1.725455424, 0.923314172]","[0.00014624, 0.000155321, 0.000222651, 0.00033346, 0.00026726]","[0.665908732, 0.69909151, 1.10779339, 1.643576779, 0.853332918]","[0.01231326, 0.012803476, 0.019966567, 0.028474804, 0.015695451]","[0.001615873, 0.001712966, 0.00237179, 0.003481424, 0.002449593]","[0.000611651, 0.000688953, 0.000810771, 0.001151606, 0.000896261]","[64, 72, 106, 143, 85]","[118, 128, 192, 260, 150]"
flighthotel-random-0.9,"[0.47, 0.345, 0.35, 0.29, 0.525]","[7, 5, 5, 4, 8]","[1.214889721, 0.967101289, 0.811654164, 0.44827063, 2.022334549]","[0.0002935, 0.000249892, 0.00014256, 8.655e-05, 0.000285583]","[1.148791912, 0.913736006, 0.768036025, 0.418983762, 1.9405641359999999]","[0.020529116, 0.016932422, 0.01427038, 0.007768734, 0.026832311]","[0.002889892, 0.002371137, 0.001656358, 0.001021161, 0.003338104]","[0.001031812, 0.000855952, 0.000605653, 0.000404251, 0.001187144]","[109, 91, 81, 43, 157]","[200, 166, 142, 78, 262]"
flighthotel-random-1.0,"[0.305, 0.44, 0.525, 0.335, 0.305]","[4, 7, 8, 5, 4]","[0.759090752, 1.455549519, 1.455503053, 1.117440875, 0.745089178]","[0.00015192, 0.00020782, 0.00026471, 0.00022049, 0.000150993]","[0.714095407, 1.388383824, 1.366931395, 1.054762216, 0.699752829]","[0.014905127, 0.023690803, 0.025276895, 0.019779821, 0.013851201]","[0.001705404, 0.002632278, 0.003079999, 0.002371108, 0.001684339]","[0.000637422, 0.000882956, 0.001017043, 0.000877914, 0.000643251]","[88, 123, 136, 106, 84]","[146, 224, 240, 186, 138]"
flighthotel-weighted_distance-0.5,"[0.29, 0.29, 0.29, 0.29, 0.29]","[3, 3, 3, 3, 3]","[0.418231599, 0.395403769, 0.409140582, 0.442791814, 0.421557191]","[0.00014417, 0.00012134, 0.00011987, 0.00016543, 0.00012217]","[0.363526923, 0.361964748, 0.373700654, 0.40770066, 0.387681297]","[0.007937535, 0.007465494, 0.00753689, 0.007411612, 0.007893077]","[0.001459595, 0.001247561, 0.001248087, 0.001440155, 0.001264392]","[0.000625422, 0.000524221, 0.000523323, 0.000597383, 0.000535402]","[41, 41, 41, 41, 41]","[72, 72, 72, 72, 72]"
flighthotel-weighted_distance-0.7,"[0.29, 0.29, 0.29, 0.29, 0.29]","[3, 3, 3, 3, 3]","[0.388699681, 0.400885519, 0.400587518, 0.421334682, 0.433192488]","[0.00013607, 0.000112651, 0.00010656, 0.000108802, 0.000143012]","[0.354775328, 0.368949301, 0.36590056, 0.388230181, 0.398789412]","[0.007425803, 0.007206523, 0.007318841, 0.007266472, 0.007377172]","[0.001298342, 0.001160944, 0.001143113, 0.001202335, 0.001376133]","[0.000541192, 0.000499642, 0.000488392, 0.000525452, 0.000585741]","[41, 41, 41, 41, 41]","[72, 72, 72, 72, 72]"
flighthotel-weighted_distance-0.9,"[0.29, 0.29, 0.29, 0.29, 0.29]","[3, 3, 3, 3, 3]","[0.418077483, 0.391951803, 0.419950589, 0.376571638, 0.38724422]","[0.000135851, 0.00015961, 0.00013885, 0.000129102, 0.000155002]","[0.382321683, 0.357119758, 0.387480541, 0.341880064, 0.353199817]","[0.00729525, 0.007706364, 0.007443392, 0.007360872, 0.007441251]","[0.001280602, 0.001442522, 0.001323515, 0.001237356, 0.001390254]","[0.00054289, 0.000599301, 0.000579333, 0.000524641, 0.00058178]","[41, 41, 41, 41, 41]","[72, 72, 72, 72, 72]"
flighthotel-weighted_distance-1.0,"[0.29, 0.29, 0.29, 0.29, 0.29]","[3, 3, 3, 3, 3]","[0.375715056, 0.378525985, 0.389623229, 0.381422365, 0.400033002]","[0.00011125, 0.0001087, 0.00015325, 0.000114691, 0.00015962]","[0.343339928, 0.347448071, 0.356101095, 0.348122451, 0.365726869]","[0.00724741, 0.007252942, 0.007418944, 0.007304634, 0.007390783]","[0.001128595, 0.001157682, 0.001382942, 0.001180302, 0.001411406]","[0.000485943, 0.00047842, 0.000579682, 0.000504341, 0.000583513]","[41, 41, 41, 41, 41]","[72, 72, 72, 72, 72]"
flighthotel-naive-0.5,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
flighthotel-naive-0.7,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
flighthotel-naive-0.9,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
flighthotel-naive-1.0,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
