index,similarity,path,time,souffle_time,neo4j_time,sim_time,gen_time,automaton_time
amalgam1_to_amalgam3-greedy-sources-10-target-10,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[137.963987356, 151.152968609, 137.659670482, 137.373457727, 133.84113]","[0.000800742, 0.000761412, 0.000762522, 0.000750503, 0.000753353]","[0.740215045, 0.682125286, 0.673815113, 0.714602593, 0.720501552]","[125.351159528, 138.484503956, 125.127973184, 124.867724263, 121.403361094]","[8.785018697, 8.767721005, 8.654887561, 8.622718376, 8.542800214]","[0.000389901, 0.000379612, 0.000392962, 0.000391371, 0.000395371]"
amalgam1_to_amalgam3-greedy-sources-20-target-20,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[147.346888409, 146.234061536, 146.93448594, 145.73697306, 146.490451563]","[0.000809373, 0.000801203, 0.000857404, 0.000794113, 0.000780263]","[0.871745285, 0.883752944, 0.893317244, 0.861829113, 0.858556738]","[131.745900095, 130.811759843, 131.382493599, 130.56534348899999, 131.322194697]","[10.766218124, 10.630745962, 10.711807486, 10.487319973, 10.531607619999999]","[0.000384341, 0.000368261, 0.000372951, 0.000369832, 0.000382732]"
amalgam1_to_amalgam3-greedy-sources-30-target-30,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[159.101123488, 158.610881367, 156.517785141, 158.400429494, 156.94824729]","[0.000817853, 0.000818094, 0.00090338, 0.000823461, 0.000808642]","[1.016884512, 1.017934732, 1.008040339, 1.010150907, 1.006900803]","[141.062619125, 140.851166363, 139.007482029, 140.625867788, 139.323771475]","[12.571007791, 12.252192271, 12.102802649, 12.264282692, 12.205037468]","[0.000369041, 0.000379591, 0.00036953, 0.000362661, 0.000363101]"
amalgam1_to_amalgam3-greedy-sources-40-target-40,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[168.9874826, 168.698401015, 169.400161233, 168.250053119, 169.888248025]","[0.000862794, 0.000946384, 0.000869123, 0.000893619, 0.00090136]","[1.70427416, 1.636162837, 1.673820707, 1.663387162, 1.6368594459999999]","[148.426454094, 148.333768681, 148.781289546, 148.009166893, 149.067755824]","[13.833669825, 13.704118318999999, 13.982139533, 13.639540518, 14.070311301]","[0.000369591, 0.000380951, 0.000370151, 0.00037409, 0.000383421]"
amalgam1_to_amalgam3-greedy-sources-50-target-50,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[189.533046061, 187.152918789, 192.883172796, 191.164700925, 194.534959297]","[0.000921221, 0.000935482, 0.000900423, 0.000917512, 0.000920823]","[1.874815594, 1.860844187, 1.906380642, 1.88431849, 1.906949027]","[165.964962708, 164.184391737, 168.662380796, 167.300586317, 170.092566571]","[15.933022625, 15.524455627, 16.361143834, 16.132996646, 16.533842573]","[0.000374991, 0.000370461, 0.000370671, 0.000372001, 0.000429011]"
amalgam1_to_amalgam3-greedy-sources-60-target-60,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[208.319146357, 207.759377835, 211.564561564, 212.348889788, 208.185120347]","[0.000988713, 0.001005304, 0.000947724, 0.000965711, 0.001040195]","[2.060285697, 2.070995952, 2.038039697, 2.016502855, 2.040957307]","[182.203163407, 181.712476556, 185.312492695, 185.943238362, 182.025955332]","[17.629437318, 17.590177369, 17.740003557, 17.804309661, 17.702657557]","[0.000389802, 0.000384491, 0.000416961, 0.000383561, 0.000372038]"
amalgam1_to_amalgam3-greedy-sources-70-target-70,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[218.860092365, 220.509514964, 219.38481476, 221.636813531, 219.292017236]","[0.00110705, 0.001067411, 0.001039494, 0.001025221, 0.001013017]","[2.240239907, 2.206165772, 2.203695428, 2.226170659, 2.239770978]","[190.546783235, 191.707968096, 191.158683985, 189.827129204, 190.818399661]","[19.125935971, 19.520211585, 19.038024747, 22.634484071, 19.235910752]","[0.00038302, 0.000382861, 0.000377142, 0.000373754, 0.000370453]"
amalgam1_to_amalgam3-greedy-sources-80-target-80,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[233.542762457, 239.360512418, 236.59992511, 231.58780431899999, 227.454975666]","[0.001086725, 0.001195156, 0.001086804, 0.001163261, 0.001087173]","[2.325213356, 2.402231472, 2.337681819, 2.37987114, 2.319244229]","[202.514478359, 208.167833483, 205.094518951, 201.071735942, 197.606068403]","[21.035752063, 21.031073547, 21.339374827, 20.567693946, 20.188271549]","[0.000508793, 0.000405022, 0.000381352, 0.000376592, 0.000365421]"
amalgam1_to_amalgam3-greedy-sources-90-target-90,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[243.89319739, 242.302847058, 242.681209356, 248.896649745, 243.613704968]","[0.001170383, 0.001276747, 0.001197962, 0.001173938, 0.0011693]","[2.528795448, 2.545288403, 2.513388849, 2.557814978, 2.524835935]","[210.440825895, 208.984318296, 209.634387536, 215.267469842, 210.428842101]","[22.624670676, 22.480948492, 22.393386754, 22.965252983, 22.445640467]","[0.000373141, 0.000382989, 0.000389925, 0.000367766, 0.000384829]"
amalgam1_to_amalgam3-greedy-sources-100-target-100,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[255.653221321, 256.181130922, 256.267225393, 254.251099398, 255.696539118]","[0.001375762, 0.001583319, 0.001232067, 0.001231212, 0.001268757]","[2.703382093, 2.724429629, 2.711872337, 2.6876095700000002, 2.700955833]","[219.423637248, 219.89206902, 220.308748412, 218.376956614, 219.505879179]","[24.447254361, 24.536974998, 24.232286177, 24.260349167, 24.79503978]","[0.000383041, 0.000379603, 0.000379089, 0.00047665, 0.000368576]"
amalgam1_to_amalgam3-naive-sources-0-target-0,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[125.900197945, 126.182896085, 126.380475978, 125.909795217, 125.777598482]","[0.001112124, 0.001179682, 0.001190671, 0.001105142, 0.001105192]","[2.478199929, 2.356979854, 2.3502445659999998, 2.373894742, 2.367077115]","[114.619104657, 115.040164187, 115.161739288, 114.774467312, 114.623971809]","[6.748249123, 6.729746653, 6.852825058, 6.711243753, 6.712854883]","[0.000629402, 0.000636182, 0.000650192, 0.000648491, 0.000649891]"
amalgam1_to_amalgam3-naive-sources-10-target-10,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[149.436142809, 138.180934922, 139.945170897, 136.327171602, 139.088701673]","[0.00132636, 0.001394372, 0.001340656, 0.001333243, 0.001329043]","[3.127763445, 2.995966007, 2.999232732, 3.041000757, 3.011703144]","[134.390262449, 123.364287074, 125.181869213, 121.625370967, 124.189013688]","[8.756324251, 8.860124393, 8.670180849, 8.556417122, 8.877446081]","[0.000646311, 0.000659151, 0.000647071, 0.00065259, 0.000664061]"
amalgam1_to_amalgam3-naive-sources-20-target-20,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[148.323263829, 148.550425425, 150.996946708, 151.850079366, 149.298034803]","[0.001608702, 0.001696312, 0.001592262, 0.001596722, 0.001574322]","[3.8637758570000003, 3.695360967, 3.653403911, 3.674713345, 3.67258234]","[130.107534291, 130.588706566, 132.749286625, 133.412281953, 131.139664411]","[10.532517711, 10.486383238, 10.810565568, 10.90263071, 10.662998394]","[0.000661193, 0.00067474, 0.000666731, 0.000643564, 0.000664795]"
amalgam1_to_amalgam3-naive-sources-30-target-30,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[162.036691876, 160.104877524, 160.105920795, 165.508620105, 160.947632298]","[0.001978392, 0.001875006, 0.001947122, 0.001943363, 0.001902975]","[4.486002613, 4.379047769, 4.338793886, 4.378179558, 4.36536171]","[140.423561431, 139.144737864, 139.182598944, 143.791582379, 139.806811284]","[12.721504874, 12.20356167, 12.222719143, 12.814098462, 12.363698352]","[0.000639052, 0.000619302, 0.000652622, 0.00062211, 0.000628272]"
amalgam1_to_amalgam3-naive-sources-40-target-40,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[175.394532446, 175.536416152, 177.751033126, 176.0407003, 176.302825132]","[0.002323549, 0.002341094, 0.002336791, 0.002332272, 0.002331824]","[7.429060572, 7.413509966, 7.335262377, 7.33278571, 7.254968628]","[149.155764917, 149.097238914, 150.94488601, 149.362120169, 149.752072744]","[13.819581648, 14.027678906, 14.37090547, 14.314435932, 14.278067013]","[0.000628226, 0.000638411, 0.000632082, 0.000629522, 0.00064095]"
amalgam1_to_amalgam3-naive-sources-50-target-50,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[193.873598715, 197.586363714, 199.234159769, 195.395107179, 205.890180318]","[0.00302002, 0.002833803, 0.002842656, 0.002875374, 0.002962123]","[8.091092434, 8.00307005, 8.037124055, 8.047869802, 8.034080557]","[164.81779556, 167.71436543, 169.05940181, 165.970558494, 175.554653962]","[15.411494867, 16.074348416, 16.353759808, 15.792433803, 16.424334254]","[0.000649132, 0.000624254, 0.000628661, 0.000642802, 0.00066716]"
amalgam1_to_amalgam3-naive-sources-60-target-60,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[212.420840635, 213.043295665, 214.279061239, 223.117034822, 213.151750789]","[0.003450753, 0.003540857, 0.003473012, 0.003685364, 0.003431854]","[8.857886175, 8.729981169, 8.727777304, 8.705699613, 8.711674835]","[180.213635381, 181.01309689, 181.342391619, 189.715336822, 181.125013227]","[17.203270223, 17.1787698, 17.848090613, 18.143588985, 17.169997943]","[0.000642712, 0.000653284, 0.000658792, 0.00063914, 0.000623312]"
amalgam1_to_amalgam3-naive-sources-70-target-70,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[225.03703059, 224.696350592, 230.755017079, 224.487315131, 224.177930085]","[0.004208598, 0.004052029, 0.004322745, 0.004080541, 0.004060069]","[9.516377152, 9.442081968, 9.538014884, 9.4328791, 9.402680599]","[190.035125679, 189.447357086, 194.763524618, 189.470853671, 189.005102242]","[18.776271903, 19.032887002, 19.441766929, 18.955584019, 18.993343998]","[0.000641441, 0.000632343, 0.000664411, 0.00063977, 0.000619684]"
amalgam1_to_amalgam3-naive-sources-80-target-80,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[245.695591715, 247.628448984, 246.66072665, 242.327897243, 242.84667226]","[0.004927927, 0.00493812, 0.004896796, 0.004802375, 0.004872861]","[10.411102245, 10.201527754, 10.241800844, 10.26306588, 10.206487607]","[206.660276687, 208.258316271, 207.589494674, 203.84624535, 203.960940909]","[21.00026929, 21.405132441, 21.197546866, 20.726644859, 21.071096427]","[0.000655398, 0.000677854, 0.000662824, 0.000626461, 0.00066007]"
amalgam1_to_amalgam3-naive-sources-90-target-90,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[249.912276364, 256.164583342, 260.031116223, 257.852255607, 254.900748148]","[0.006185169, 0.005669727, 0.005565639, 0.005763974, 0.005768037]","[11.064142134, 11.028841937, 10.964282414, 11.011152195, 10.944156665]","[208.874791884, 213.717546693, 217.130523082, 215.705064753, 213.017084164]","[22.25547054, 23.007510435, 23.471564818, 22.841521801, 22.687828087]","[0.000661653, 0.000663601, 0.000639091, 0.000674541, 0.000650092]"
amalgam1_to_amalgam3-naive-sources-100-target-100,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[265.408633182, 266.04752194, 264.75927995, 264.847154387, 263.768202368]","[0.00658891, 0.006786925, 0.007234728, 0.006689332, 0.006977898]","[11.841744022, 11.805541902, 11.800727175, 11.724200277, 11.728284323]","[219.885537439, 220.08649835, 220.042956218, 219.361390913, 218.890860815]","[24.76816729, 25.164709885, 24.462092249, 24.827857385, 24.351646167]","[0.000654421, 0.00070785, 0.000769913, 0.000683904, 0.000724642]"
persondata-random-sources-0-target-0,"[0.6277372262773723, 0.6277372262773723, 0.64375, 0.7421875, 0.7518796992481203]","[8, 8, 13, 8, 11]","[1.536741944, 1.508603291, 2.615339134, 1.536603417, 1.859680806]","[0.000554629, 0.000506289, 0.00069774, 0.0005187, 0.000611669]","[1.3712749610000001, 1.407156535, 2.468914147, 1.437840539, 1.7406320100000001]","[0.046441484, 0.046980983, 0.064625786, 0.044913901, 0.059361443]","[0.00866035, 0.008390623, 0.011836869, 0.008473259, 0.010655448]","[0.002460568, 0.002218728, 0.002983166, 0.001963549, 0.002703916]"
persondata-random-sources-10-target-10,"[0.7980132450331126, 0.8873720136518771, 0.8085808580858086, 0.8380952380952381, 0.8854166666666666]","[8, 11, 8, 13, 8]","[4.137430624, 3.16036537, 2.581690762, 3.89171277, 2.961515944]","[0.008136173, 0.006993113, 0.007219252, 0.009716238, 0.007834021]","[2.682203844, 1.931109231, 1.516944621, 2.352280983, 1.724337169]","[1.159371385, 0.982499831, 0.857730051, 1.237521027, 0.994539376]","[0.179193698, 0.151774347, 0.13030825, 0.19200697, 0.153018464]","[0.01644054, 0.015686402, 0.013563995, 0.018838997, 0.015547703]"
persondata-random-sources-20-target-20,"[0.9271523178807947, 0.888402625820569, 0.888641425389755, 0.9263392857142857, 0.888402625820569]","[11, 8, 9, 8, 8]","[9.951130112, 9.520444921, 7.026725212, 10.862060362, 8.293953008]","[0.049355056, 0.053839471, 0.036712163, 0.05304762, 0.043068179]","[3.751695788, 3.20151234, 2.483128883, 3.835094297, 2.815882833]","[5.019704348, 5.114619141, 3.686098908, 5.71384755, 4.442303897]","[0.750862104, 0.764581626, 0.543110081, 0.836970649, 0.659131644]","[0.050140483, 0.051714934, 0.039347142, 0.059002747, 0.045381464]"
persondata-random-sources-30-target-30,"[0.9180064308681672, 0.93042071197411, 0.9318541996830428, 0.93042071197411, 0.8936507936507937]","[11, 11, 13, 11, 11]","[24.106633375, 31.501094201, 27.601903416, 20.43765847, 13.299992096]","[0.198621092, 0.254570984, 0.225442131, 0.174110127, 0.106553837]","[4.616785596, 6.305515777, 5.381048663, 3.764233209, 2.588201439]","[16.168991456, 20.926652017, 18.444593921, 13.805153495999999, 8.872350638]","[2.170308531, 2.809415377, 2.480324578, 1.880137975, 1.194471815]","[0.116056042, 0.147706131, 0.131013358, 0.09984269, 0.068425288]"
persondata-random-sources-40-target-40,"[0.9347826086956522, 0.9244791666666666, 0.9343629343629344, 0.9151898734177215, 0.9768637532133676]","[11, 6, 8, 11, 13]","[26.931398958, 25.976754211, 25.927105826000002, 26.139654602, 49.661496947]","[0.304843256, 0.321244139, 0.325067764, 0.330605163, 0.565679426]","[3.558902546, 3.047133719, 2.985754379, 3.025693882, 6.55969601]","[19.433295767, 19.120678652, 19.1238999, 19.215995437, 35.94975383]","[2.629540573, 2.596573399, 2.571149752, 2.656264123, 4.838255134]","[0.115226415, 0.113459878, 0.116722987, 0.115504674, 0.208226439]"
persondata-random-sources-50-target-50,"[0.9295624332977588, 0.9378349410503751, 0.953732912723449, 0.9455709711846318, 0.9375]","[9, 9, 13, 8, 6]","[45.646241318, 44.940926384, 42.420634914, 79.930084911, 44.075806963]","[0.742799866, 0.734788561, 0.659634043, 1.293462771, 0.723585477]","[3.6391101519999998, 3.6266891340000003, 3.638319927, 6.533495048, 3.497180298]","[35.121087929, 34.495307952, 32.486414397, 61.49021419, 33.810873416]","[4.750015224, 4.663952923, 4.284804733, 8.175376983, 4.648139746]","[0.18249726, 0.186171335, 0.16622662, 0.296237252, 0.174787885]"
persondata-random-sources-60-target-60,"[0.9466546112115732, 0.9535095715587967, 0.9613656783468104, 0.9608378870673953, 0.9398359161349134]","[11, 8, 13, 11, 9]","[57.873526473, 74.916515009, 46.27408943, 93.518813995, 74.619566562]","[0.884253083, 1.4021640020000001, 0.63968241, 1.705909321, 1.411970181]","[4.218430421, 4.201329301, 4.222401546, 5.338711661, 4.118826957]","[45.454964535, 59.849823647, 35.732667307, 74.613456395, 59.606187359]","[5.563994883, 7.439535565, 4.199279581, 9.248469865, 7.441076353]","[0.200981677, 0.270576526, 0.154289387, 0.325642927, 0.265402279]"
persondata-random-sources-70-target-70,"[0.974015748031496, 0.9595879556259905, 0.9595879556259905, 0.9735576923076923, 0.9594272076372315]","[13, 11, 11, 8, 8]","[125.081352022, 155.47264012, 113.454828197, 150.29271601, 103.804804645]","[2.377047289, 2.9863267650000003, 2.522679818, 3.343559386, 2.186309844]","[10.197123219, 11.010780729, 6.796162476, 8.95824594, 6.761713011]","[97.000023963, 122.008109112, 89.793772446, 119.083621666, 81.770494477]","[12.247119217, 15.479633641, 11.767159925, 15.453870628, 10.561219045]","[0.390547415, 0.488588717, 0.379599219, 0.50865847, 0.340866009]"
persondata-random-sources-80-target-80,"[0.9588068181818182, 0.9765625, 0.9696755994358252, 0.9641350210970464, 0.9640084685956246]","[6, 8, 11, 11, 8]","[158.210161521, 250.563440561, 121.11830067, 296.218482764, 158.023873816]","[4.056012909, 6.297819004, 2.565463172, 7.719993295, 4.069982047]","[7.3321876790000005, 12.083551063, 7.344707147, 13.515109276, 7.258692141]","[126.602566688, 200.226907651, 95.808882298, 236.619743262, 126.5719426]","[17.088649923, 26.859020908, 12.433940305, 32.52360794, 17.014559582]","[0.50327529, 0.788417336, 0.364532472, 0.939026808, 0.500284273]"
persondata-random-sources-90-target-90,"[0.9792191435768262, 0.9624765478424016, 0.9676601141407736, 0.9677623261694058, 0.9727503168567807]","[13, 13, 8, 11, 11]","[258.054790656, 200.901349162, 217.104435114, 219.238970504, 202.777691088]","[6.499828976, 5.581613534, 6.351879978, 6.427287064, 5.599025269]","[12.017336279, 8.058217076, 7.881738761, 8.066725716, 8.031180257]","[206.143884181, 161.169589879, 174.634721972, 176.176982427, 162.927154731]","[28.043794334, 22.384016093, 24.500032387, 24.963764759, 22.503708314]","[0.749828039, 0.617233469, 0.703464503, 0.711216784, 0.621234949]"
persondata-random-sources-100-target-100,"[0.9706390328151986, 0.970723306544202, 0.9620034542314335, 0.9664351851851852, 0.970723306544202]","[8, 11, 9, 6, 11]","[289.737697124, 267.663514552, 291.993389781, 267.078664403, 290.797894968]","[9.524530754, 8.357560593, 9.536762107, 8.281461147, 9.517927446]","[8.629529431, 8.560034859, 8.632782465, 8.613011747, 8.573040894]","[233.444979136, 215.510927537, 235.158397304, 214.839655429, 234.276550569]","[34.252081601, 31.042020738, 34.693703485, 31.041431529, 34.488543396]","[0.910359892, 0.834138687, 0.907134406, 0.820648485, 0.905033682]"
persondata-weighted_distance-sources-0-target-0,"[0.546875, 0.546875, 0.546875, 0.546875, 0.546875]","[6, 6, 6, 6, 6]","[0.835021945, 0.796166994, 0.767905389, 0.798876644, 0.770753201]","[0.000396101, 0.000381061, 0.000341091, 0.00036318, 0.000362542]","[0.728711689, 0.726569351, 0.701636155, 0.731153138, 0.701255455]","[0.030356967, 0.030192631, 0.030461494, 0.030598729, 0.030266723]","[0.005379297, 0.005213345, 0.005060916, 0.005275902, 0.005216615]","[0.001457876, 0.001368774, 0.001313593, 0.001414214, 0.001376784]"
persondata-weighted_distance-sources-10-target-10,"[0.7986111111111112, 0.7986111111111112, 0.7986111111111112, 0.7986111111111112, 0.7986111111111112]","[6, 6, 6, 6, 6]","[2.51554322, 2.5714303750000003, 2.567046488, 2.517343105, 2.536293836]","[0.005810281, 0.005721101, 0.006028251, 0.00575166, 0.005736151]","[1.430809421, 1.489856139, 1.442827179, 1.433363896, 1.444521258]","[0.879009117, 0.877073627, 0.885509071, 0.875783588, 0.882392414]","[0.128175588, 0.128369863, 0.129777147, 0.129138128, 0.130410603]","[0.012501733, 0.012238912, 0.012931163, 0.012561192, 0.012744893]"
persondata-weighted_distance-sources-20-target-20,"[0.8705357142857143, 0.8705357142857143, 0.8705357142857143, 0.8705357142857143, 0.8705357142857143]","[6, 6, 6, 6, 6]","[6.7350092870000005, 6.724741763, 6.726053936, 6.743497155, 6.72912272]","[0.036043554, 0.035766992, 0.036684575, 0.036300453, 0.036174531]","[2.039062813, 2.061670861, 2.0543335, 2.050077974, 2.062071923]","[3.81107272, 3.795418108, 3.796996697, 3.815213978, 3.798727387]","[0.55298287, 0.546149399, 0.552038996, 0.556103787, 0.54532789]","[0.039221351, 0.037190045, 0.036580545, 0.038662232, 0.036413227]"
persondata-weighted_distance-sources-30-target-30,"[0.9046052631578947, 0.9046052631578947, 0.9046052631578947, 0.9046052631578947, 0.9046052631578947]","[6, 6, 6, 6, 6]","[15.726196325, 15.717302486, 15.63577463, 15.727100512, 15.721036033]","[0.132905373, 0.1371732, 0.132199284, 0.133509308, 0.134131564]","[2.648973793, 2.711165757, 2.629876296, 2.663776286, 2.696347932]","[10.801811981, 10.751279357, 10.751707235, 10.772450806, 10.766738795]","[1.456820321, 1.452673348, 1.449625974, 1.449306886, 1.454651225]","[0.077047541, 0.076547811, 0.074147041, 0.076197699, 0.074434185]"
persondata-weighted_distance-sources-40-target-40,"[0.9244791666666666, 0.9244791666666666, 0.9244791666666666, 0.9244791666666666, 0.9244791666666666]","[6, 6, 6, 6, 6]","[29.838226132, 29.775335874, 29.780239605, 29.784344648, 29.708369766]","[0.364384997, 0.368734492, 0.363587746, 0.369192503, 0.362346109]","[3.349445798, 3.294043554, 3.310955749, 3.391089056, 3.298853908]","[21.971443166, 22.058421812, 22.090889885, 22.076323308, 21.981713794]","[3.021975253, 3.025484538, 2.9406728170000003, 2.919347043, 2.992444028]","[0.128113512, 0.128004575, 0.130675756, 0.125511229, 0.130744628]"
persondata-weighted_distance-sources-50-target-50,"[0.9375, 0.9375, 0.9375, 0.9375, 0.9375]","[6, 6, 6, 6, 6]","[43.604879379, 43.661174384, 43.552796548, 44.007306489, 43.516235197]","[0.714231236, 0.700981823, 0.701685622, 0.70715115, 0.713389473]","[3.3304342670000002, 3.314523541, 3.249727691, 3.268283099, 3.262038637]","[33.489632146, 33.539960204, 33.58189276, 33.950664859, 33.373697343]","[4.690244484, 4.699634797, 4.61659167, 4.613512859, 4.71698874]","[0.175426164, 0.174032771, 0.171192462, 0.179502025, 0.174391069]"
persondata-weighted_distance-sources-60-target-60,"[0.9466911764705882, 0.9466911764705882, 0.9466911764705882, 0.9466911764705882, 0.9466911764705882]","[6, 6, 6, 6, 6]","[74.187600092, 74.135055507, 74.16608014, 74.348425528, 74.404632041]","[1.390068343, 1.38538565, 1.392640148, 1.384437339, 1.391588287]","[3.849031371, 3.851600848, 3.853616068, 3.789221425, 3.790986017]","[59.533146746, 59.501210218, 59.49193878, 59.633230189, 59.774697105]","[7.384412694, 7.343184517, 7.383205087, 7.477172192, 7.400237273]","[0.265349323, 0.255246131, 0.263299974, 0.258027532, 0.261092254]"
persondata-weighted_distance-sources-70-target-70,"[0.9535256410256411, 0.9535256410256411, 0.9535256410256411, 0.9535256410256411, 0.9535256410256411]","[6, 6, 6, 6, 6]","[111.856194464, 111.644024113, 111.555890108, 111.536237918, 111.336433603]","[2.445933228, 2.458996955, 2.45322778, 2.479204315, 2.48028502]","[6.309256287, 6.301913131, 6.30631562, 6.358025952, 6.294902399]","[88.968281204, 88.802701361, 88.688448206, 88.733933294, 88.587632318]","[11.506787656, 11.443330274000001, 11.495014413, 11.379132367, 11.416140144]","[0.372031593, 0.372683701, 0.375484527, 0.366496959, 0.356721685]"
persondata-weighted_distance-sources-80-target-80,"[0.9588068181818182, 0.9588068181818182, 0.9588068181818182, 0.9588068181818182, 0.9588068181818182]","[6, 6, 6, 6, 6]","[156.888726201, 156.988013644, 157.448321354, 157.320186156, 157.76569628]","[4.003625834, 4.019091676, 4.031412664, 4.012689386, 3.994743931]","[6.791391924, 6.810284165, 6.8873581470000005, 6.835947146, 6.81057197]","[125.963741635, 126.160975979, 126.160521432, 126.386928847, 126.885568243]","[16.894544108, 16.803974961, 17.144535522, 16.887953987, 16.855004609]","[0.490950816, 0.490657029, 0.497737825, 0.498866322, 0.488755268]"
persondata-weighted_distance-sources-90-target-90,"[0.9630102040816326, 0.9630102040816326, 0.9630102040816326, 0.9630102040816326, 0.9630102040816326]","[6, 6, 6, 6, 6]","[214.876543528, 217.080529264, 214.805333242, 214.459653661, 215.386620911]","[6.235029556, 6.266924172, 6.356059962, 6.353070388, 6.294285089]","[7.426946259, 10.243955821, 8.40123932, 8.075715763, 7.746984914]","[173.30925101, 172.697912147, 172.679787729, 172.73364814, 173.943206391]","[24.174260705, 23.728264432, 23.839927604, 23.70564088, 23.790657438]","[0.676034086, 0.64631984, 0.639483799, 0.645019427, 0.647431573]"
persondata-weighted_distance-sources-100-target-100,"[0.9664351851851852, 0.9664351851851852, 0.9664351851851852, 0.9664351851851852, 0.9664351851851852]","[6, 6, 6, 6, 6]","[284.8421527, 284.300397423, 285.814005897, 284.771697378, 284.656738155]","[9.316457461, 9.33259074, 9.309098763, 9.306572202, 9.317694451]","[8.290077743, 8.268455076, 8.252243869, 8.121126353, 8.270910807]","[230.52708142, 230.051983281, 231.517335921, 230.572326227, 230.492566905]","[32.771249351, 32.637046113, 32.827339943, 32.85277768, 32.656044267]","[0.839727781, 0.834007463, 0.842696305, 0.841637246, 0.834855407]"
persondata-greedy-sources-0-target-0,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[1.096554676, 0.851634919, 0.763453907, 0.808940342, 0.720760398]","[0.00028956, 0.00025878, 0.00023301, 0.00025541, 0.000279841]","[0.957845703, 0.788376397, 0.703771228, 0.742167714, 0.655215123]","[0.027745867, 0.02260854, 0.022428637, 0.027160119, 0.027631184]","[0.005051795, 0.004101115, 0.003854369, 0.004754954, 0.00484413]","[0.001253213, 0.00109948, 0.000913983, 0.001254561, 0.001186653]"
persondata-greedy-sources-10-target-10,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[2.114746237, 2.052497507, 2.091772083, 1.976403608, 1.89043446]","[0.003990005, 0.003974886, 0.004365618, 0.003216525, 0.003320225]","[1.32936623, 1.264441077, 1.258932161, 1.295682927, 1.206893737]","[0.628830616, 0.630252821, 0.633875768, 0.543638807, 0.545363317]","[0.09363623, 0.093340526, 0.093483141, 0.079623051, 0.07940782]","[0.00880505, 0.008819101, 0.009609661, 0.007573039, 0.0082534]"
persondata-greedy-sources-20-target-20,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[4.609045961, 4.497106118, 4.502581027, 4.509322268, 4.481512144]","[0.021317211, 0.022088622, 0.019019286, 0.018987638, 0.018996979]","[1.836773343, 1.7195875360000001, 1.7348518099999999, 1.73744021, 1.715594558]","[2.252965274, 2.251861163, 2.250525296, 2.258269257, 2.25384837]","[0.323141507, 0.323347358, 0.319915819, 0.319295215, 0.319468126]","[0.023370261, 0.022430312, 0.022290432, 0.022740053, 0.022153093]"
persondata-greedy-sources-30-target-30,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[9.87744374, 10.851069532, 9.842106874, 9.780293307, 9.840104336]","[0.070318088, 0.085787524, 0.069439399, 0.068878774, 0.068884755]","[2.290431056, 2.221452724, 2.248042877, 2.2191457, 2.242355739]","[6.298053342, 7.14999438, 6.316975903, 6.284751106, 6.320079308]","[0.830344613, 0.968221703, 0.825148714, 0.821613912, 0.826222995]","[0.045911369, 0.052475873, 0.044758923, 0.045137264, 0.044265235]"
persondata-greedy-sources-40-target-40,"[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[18.087399482, 18.126311124, 18.023870993, 18.040471521, 17.983917575]","[0.185360214, 0.197925166, 0.190374096, 0.186530629, 0.189899842]","[2.802424962, 2.712820641, 2.688092056, 2.680206444, 2.668054119]","[12.72354547, 12.900690826, 12.79720825, 12.826797886, 12.851674946]","[1.7004428539999998, 1.698788135, 1.698553451, 1.67904505, 1.653156404]","[0.074116789, 0.074848655, 0.072930537, 0.074921354, 0.075919792]"
