index,similarity,path,time,souffle_time,neo4j_time,sim_time,gen_time,automaton_time
dblp_to_amalgam1-weighted_distance-sources-90-target-90,"[0.9613302397525135, 0.9613302397525135, 0.9613302397525135, 0.9613302397525135, 0.9613302397525135]","[21, 21, 21, 21, 21]","[99.109124022, 99.512063008, 101.159606926, 98.961428395, 100.985362579]","[0.001219527, 0.001207558, 0.00121594, 0.001247261, 0.001208384]","[4.152996187, 4.17608429, 4.13089686, 4.153831987, 4.202076656]","[81.41935856, 81.784496727, 83.418963079, 81.22848967, 83.052388711]","[9.907743624, 9.908837055, 9.943016244, 10.023530833, 10.048541667]","[0.000432389, 0.000430929, 0.00042903, 0.00042806, 0.000431684]"
dblp_to_amalgam1-weighted_distance-sources-100-target-100,"[0.9635833940276766, 0.9635833940276766, 0.9635833940276766, 0.9635833940276766, 0.9635833940276766]","[21, 21, 21, 21, 21]","[108.375842778, 106.508680509, 104.830458858, 105.944733464, 108.165079263]","[0.001372768, 0.00140315, 0.001539834, 0.001386564, 0.001411402]","[4.47658643, 4.471146774, 4.520019715, 4.501711667, 4.491773965]","[89.021056569, 87.242105836, 85.64828201, 86.711011077, 88.828871047]","[10.859902687, 10.832415148, 10.755896054, 10.802172634, 10.8392731]","[0.000432827, 0.000434913, 0.000433398, 0.000453887, 0.000429203]"
dblp_to_amalgam1-greedy-sources-0-target-0,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[29.608769026, 29.533148903, 29.643900994, 29.542561266, 30.05648159]","[0.000389812, 0.000381162, 0.000383384, 0.000383903, 0.000434522]","[0.369542969, 0.336889978, 0.338276718, 0.322995388, 0.324116004]","[27.398512943, 27.401946112, 27.503686167, 27.430295685, 27.907466317]","[1.258414756, 1.253000893, 1.252095564, 1.246156037, 1.273347098]","[0.000372472, 0.000357932, 0.000353792, 0.000345792, 0.000369161]"
dblp_to_amalgam1-greedy-sources-10-target-10,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[37.283611869, 37.792204287, 38.535664423, 38.261569939, 38.17804416]","[0.000400412, 0.000398281, 0.000395802, 0.000389401, 0.000416421]","[0.491134731, 0.523325709, 0.47102526, 0.482299247, 0.515815856]","[32.803775387, 33.308342823, 34.111170698, 33.781191878, 32.99193699]","[2.9953585350000003, 2.9267163, 2.926412423, 2.948023255, 3.652889194]","[0.000354291, 0.000353122, 0.000345741, 0.000341791, 0.000351471]"
dblp_to_amalgam1-greedy-sources-20-target-20,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[45.094736828, 45.492899784, 44.795170849, 45.044531692, 45.451914988]","[0.000434671, 0.000415001, 0.00041484, 0.0004119, 0.000441952]","[0.631792181, 0.686847204, 0.629644083, 0.640126529, 0.615448321]","[38.991372892, 39.647202995, 38.509148638, 39.125714777, 39.282303255]","[4.13239313, 3.8037040060000002, 4.316697074, 3.945799943, 4.212938976]","[0.00039535, 0.000354001, 0.000402401, 0.000351981, 0.000400621]"
dblp_to_amalgam1-greedy-sources-30-target-30,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[53.979592435, 53.720009693, 53.705625424, 54.363052271, 53.672658937]","[0.000444241, 0.000444002, 0.000469271, 0.000453881, 0.000456671]","[0.802346153, 0.777924979, 0.791911243, 0.784128385, 0.830729604]","[46.590867764, 46.380569563, 46.320868142, 46.97474653, 46.299656516]","[4.865647603, 4.856397755, 4.879568016, 4.874163733, 4.851605466]","[0.000376212, 0.000356391, 0.000363101, 0.000351841, 0.000347071]"
dblp_to_amalgam1-greedy-sources-40-target-40,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[59.569040234, 59.249514048, 58.980237204, 59.56480139, 59.504028282]","[0.000551461, 0.000494431, 0.000481571, 0.000503461, 0.000466231]","[0.972366602, 0.918990479, 0.952056257, 0.953844044, 0.923051339]","[50.831192968, 50.712006614, 50.468363508, 50.917341218, 50.892830741]","[5.723610693, 5.596031688, 5.584021013, 5.671949026, 5.669502071]","[0.00037748, 0.00034629, 0.00035674, 0.00038854, 0.000395921]"
dblp_to_amalgam1-greedy-sources-50-target-50,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[65.999045683, 66.082316821, 65.588432792, 66.029725629, 66.101839418]","[0.000540751, 0.000589561, 0.00054506, 0.000546291, 0.000547491]","[1.108331907, 1.093700587, 1.1111737, 1.117528129, 1.095655682]","[55.773027019, 55.858008383, 55.422059031, 55.765512219, 55.860605107]","[6.7231059779999995, 6.716451646, 6.681898931, 6.746891031, 6.762642503]","[0.00034999, 0.00036796, 0.000350821, 0.00035357, 0.00034896]"
dblp_to_amalgam1-greedy-sources-60-target-60,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[72.260313621, 72.056061569, 72.927455021, 72.634846324, 72.642870425]","[0.000580322, 0.000591546, 0.000578865, 0.000569953, 0.000573993]","[1.785597256, 1.780147994, 1.7887407880000001, 1.7899819959999999, 1.800244807]","[60.330372417, 60.201503623, 60.766755892, 60.566661434, 60.602439796]","[7.458951874, 7.390809842, 7.660510217, 7.589323431, 7.555221668]","[0.000366181, 0.000361553, 0.000382823, 0.000366782, 0.000376103]"
dblp_to_amalgam1-greedy-sources-70-target-70,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[79.41917807, 78.533005744, 79.123318395, 79.208989673, 78.321898402]","[0.000635563, 0.000631092, 0.000714061, 0.000634011, 0.000626351]","[1.942048346, 1.949515754, 1.939465507, 1.9434724349999999, 1.9598102549999998]","[65.912854115, 65.301147534, 65.724573101, 65.733413727, 65.117428068]","[8.545871985, 8.302420688, 8.444015642, 8.52381825, 8.313188263]","[0.000361691, 0.000343961, 0.000362371, 0.00035135, 0.00035675]"
dblp_to_amalgam1-greedy-sources-80-target-80,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[92.0923029, 90.708222849, 94.060278164, 91.323353606, 92.446340214]","[0.000740951, 0.000697161, 0.0007028, 0.000707813, 0.000753375]","[2.1250506319999998, 2.088713741, 2.110042081, 2.100281106, 2.082668821]","[77.629998758, 76.119258369, 79.272899571, 76.89631162, 77.893936642]","[9.019113888, 9.209157106, 9.26666866, 9.06334813, 9.121330191]","[0.000359431, 0.00036144, 0.000350231, 0.00036321, 0.000374732]"
dblp_to_amalgam1-greedy-sources-90-target-90,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[99.44382541, 96.568354493, 100.261232168, 97.124454386, 98.485736435]","[0.000762254, 0.000784593, 0.000837132, 0.000753712, 0.000756221]","[2.260205318, 2.2433695399999998, 2.270914644, 2.257497095, 2.245758164]","[83.503732126, 80.854489439, 84.380938083, 81.289346889, 82.550638218]","[10.03021525, 9.899133408, 9.968603245, 9.955582276, 10.03459282]","[0.000353621, 0.000357281, 0.00035197, 0.000352531, 0.00035867]"
dblp_to_amalgam1-greedy-sources-100-target-100,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[107.506343711, 106.911793422, 105.993971317, 103.387822464, 105.372154887]","[0.00083186, 0.000850351, 0.00082824, 0.000840302, 0.000962246]","[2.441333973, 2.392054822, 2.420877727, 2.409841839, 2.410858176]","[89.961432933, 89.719171018, 88.891276875, 86.282065954, 88.122618215]","[11.0146173, 10.783968294, 10.733770397, 10.776076503, 10.864186527]","[0.000344591, 0.00036218, 0.000347041, 0.000339661, 0.000347882]"
dblp_to_amalgam1-naive-sources-0-target-0,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[30.734490887, 30.485914211, 30.448524984, 30.44400512, 30.618287362]","[0.000652672, 0.000722071, 0.000681405, 0.00067713, 0.000671651]","[1.692268056, 1.461507536, 1.412086928, 1.396384109, 1.44334926]","[27.287761238, 27.274324276, 27.272809711, 27.28093411, 27.383808365]","[1.241963637, 1.23575514, 1.250927441, 1.247635804, 1.268397991]","[0.000569981, 0.000572532, 0.00058861, 0.000587881, 0.00058209]"
dblp_to_amalgam1-naive-sources-10-target-10,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[38.920902756, 39.14644984, 39.067872318, 39.337350256, 38.839003859]","[0.00078046, 0.00080966, 0.00077257, 0.000797251, 0.000813461]","[2.194512432, 2.088197804, 2.120074597, 2.115569819, 2.110216526]","[32.65258984, 33.177753984, 32.9553807, 33.344044837, 32.764373077]","[3.124418053, 2.893293257, 2.99924001, 2.894818235, 2.983251026]","[0.000570241, 0.000585731, 0.000562651, 0.000584861, 0.00058357]"
dblp_to_amalgam1-naive-sources-20-target-20,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[47.094867256, 46.94950621, 47.06321898, 46.96755407, 47.159469303]","[0.00104791, 0.000989621, 0.000988401, 0.000985971, 0.001017251]","[2.836892671, 2.782136444, 2.742549047, 2.7055122640000002, 2.7105541730000002]","[38.941939551, 38.841654504, 39.169170538, 38.883958409, 38.949941691]","[4.003691434, 4.036975512, 3.8606537960000002, 4.071228873, 4.167629342]","[0.000613432, 0.000595341, 0.000584621, 0.000585201, 0.000604201]"
dblp_to_amalgam1-naive-sources-30-target-30,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[55.881574514, 55.985616629, 56.971549372, 60.413712382, 60.659927344]","[0.001283562, 0.00140373, 0.001416134, 0.001330254, 0.001354925]","[3.435790713, 3.477150342, 3.662005018, 3.607472183, 3.56611903]","[46.019672818, 46.099007952, 46.65263206, 49.505967103, 49.781884876]","[4.776938833, 4.763452062, 4.94295723, 5.425079799, 5.420125036]","[0.000604302, 0.00061007, 0.000692354, 0.00061425, 0.000687876]"
dblp_to_amalgam1-naive-sources-40-target-40,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[65.955312287, 65.948252256, 66.204546625, 65.996026716, 66.113023375]","[0.00177033, 0.001840922, 0.001880857, 0.001850053, 0.001850207]","[4.360453284, 4.349038513, 4.299273783, 4.313356539, 4.35711918]","[53.170800672, 53.229669214, 53.483183038, 53.336391366, 53.388569708]","[6.196889228, 6.182433311, 6.238494129, 6.150697072, 6.186042857]","[0.000647132, 0.000688484, 0.000650305, 0.000639904, 0.000639072]"
dblp_to_amalgam1-naive-sources-50-target-50,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[73.571541837, 73.409962731, 73.530488746, 74.027151965, 74.491646431]","[0.002350622, 0.002295484, 0.002180486, 0.002334843, 0.002209964]","[5.119739758, 5.028356798, 4.972835471, 5.012758839, 4.991984766]","[58.416994265, 58.41078673, 58.45848928, 58.895541015, 59.204019133]","[7.447457177, 7.396699029, 7.495416879, 7.490473362, 7.668559224]","[0.000672522, 0.000717502, 0.00073211, 0.00067281, 0.000626952]"
dblp_to_amalgam1-naive-sources-60-target-60,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[80.276534824, 78.41088082, 78.837410336, 78.275757087, 78.238740438]","[0.002872311, 0.002677592, 0.002640672, 0.002730255, 0.002620486]","[7.963344115, 7.800117488, 7.8096031329999995, 7.820566921, 7.809283717]","[61.693742566, 60.439299166, 60.795485959, 60.369250919, 60.374545998]","[7.825532888, 7.539279015, 7.583485007, 7.466583762, 7.461949884]","[0.000622081, 0.000612562, 0.000599983, 0.000637506, 0.000611992]"
dblp_to_amalgam1-naive-sources-70-target-70,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[85.081354331, 85.206173334, 85.263756925, 84.604986101, 85.233198257]","[0.003282426, 0.00322627, 0.003198745, 0.003201268, 0.003194083]","[8.674623713, 8.453972216, 8.484112753, 8.487339015, 8.524142737]","[65.239881319, 65.513928571, 65.479687144, 64.997542625, 65.517560533]","[8.27940463, 8.317431029, 8.378394386, 8.219529172, 8.298058927]","[0.000616085, 0.000605121, 0.000586901, 0.00059683, 0.000620272]"
dblp_to_amalgam1-naive-sources-80-target-80,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[101.60815346, 99.228183811, 97.793914897, 98.014603895, 101.457717373]","[0.004041885, 0.003943306, 0.003927613, 0.003865973, 0.003887342]","[9.380311459, 9.205751852, 9.227982799, 9.255234355, 9.259255729]","[79.680311655, 77.683374228, 76.221297862, 76.444294636, 79.372447296]","[9.228737319, 9.0748776, 9.120879, 9.086282824, 9.453796987]","[0.000628421, 0.000625092, 0.000595711, 0.000592693, 0.000610145]"
dblp_to_amalgam1-naive-sources-90-target-90,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[105.626311573, 104.996531071, 105.660389045, 105.039339252, 107.832051531]","[0.004600233, 0.004674431, 0.00470045, 0.00464074, 0.004628518]","[10.096360936, 10.071630301, 10.0330134, 9.936096138, 9.960668846]","[81.888618003, 81.441138263, 82.00290966, 81.465955794, 84.192898691]","[10.060249599, 9.944187233, 10.111593317, 10.028332887, 10.08676242]","[0.000599502, 0.000646971, 0.000600301, 0.000592064, 0.000609281]"
dblp_to_amalgam1-naive-sources-100-target-100,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[111.540581231, 114.776337042, 115.605737292, 114.416407034, 111.768744047]","[0.005440394, 0.005429265, 0.005738427, 0.005457537, 0.005522459]","[10.723060594, 10.661387557, 10.651751212, 10.640337221, 10.708179145999999]","[86.102692373, 89.165726905, 90.097490129, 88.861021428, 86.5539444]","[10.858389437, 11.002823554, 10.865065019, 10.976872976, 10.703248676]","[0.000591711, 0.00060686, 0.00063555, 0.000593622, 0.000604293]"
amalgam1_to_amalgam3-random-sources-0-target-0,"[0.9886449659348978, 0.9791745550927679, 1, 0.9791745550927679, 0.9791745550927679]","[23, 22, 24, 22, 22]","[125.714867606, 123.63445937, 125.153348933, 124.446844286, 125.635789408]","[0.000879601, 0.000906733, 0.000807961, 0.000812673, 0.000891557]","[1.095482127, 1.136281177, 2.3992477770000002, 1.16496928, 1.590940025]","[115.470309952, 113.569482913, 113.747630704, 114.369704845, 115.094505245]","[6.909651012, 6.798366474, 6.596921075, 6.785121762, 6.79311213]","[0.00048805, 0.000590122, 0.000404952, 0.000406451, 0.000485164]"
amalgam1_to_amalgam3-random-sources-10-target-10,"[0.9907539118065434, 0.9803641556586933, 0.9907539118065434, 0.9892933618843683, 0.9803641556586933]","[23, 22, 23, 23, 22]","[135.60822468, 138.822131579, 137.59230489, 138.840583554, 138.863797786]","[0.000847084, 0.000864451, 0.000987036, 0.001259007, 0.000821923]","[1.297513051, 1.36719574, 1.693075613, 1.554388517, 1.052118309]","[122.512200809, 125.550171684, 124.179760822, 125.284177906, 125.709786167]","[8.64510844, 8.713830984, 8.532283188, 8.764244445, 8.876975323]","[0.000415662, 0.000468551, 0.000529661, 0.000522932, 0.000418842]"
amalgam1_to_amalgam3-random-sources-20-target-20,"[0.9898717083051992, 0.9814251941911516, 0.9912516823687753, 0.9898717083051992, 0.9898717083051992]","[23, 22, 23, 23, 23]","[147.571430777, 149.457274311, 145.760375514, 149.626429948, 144.899732613]","[0.000944853, 0.001072652, 0.001095534, 0.000958003, 0.00098359]","[1.7416291149999998, 1.693471324, 2.355077656, 1.5070025249999999, 1.621998204]","[131.554393708, 132.93225767, 129.340258136, 133.273241022, 128.996303579]","[10.511728991, 10.891067852, 10.248796722, 10.90342084, 10.428272911]","[0.000457384, 0.000498431, 0.000542682, 0.000503282, 0.000473122]"
amalgam1_to_amalgam3-random-sources-30-target-30,"[0.9903907751441384, 0.9903907751441384, 0.9903907751441384, 0.9903907751441384, 1]","[23, 23, 23, 23, 24]","[161.822924049, 156.304138362, 158.503695385, 157.882282043, 158.228615111]","[0.001012511, 0.000976104, 0.001096427, 0.001145792, 0.000988042]","[1.905010031, 1.626817118, 2.059505754, 2.425968193, 1.7238960909999999]","[142.917054028, 138.21049516, 139.936546405, 138.814014607, 139.732420378]","[12.467892868, 12.073907628, 12.233259278, 12.152356814000001, 12.315359237]","[0.000446481, 0.000429792, 0.000469842, 0.000493382, 0.000432701]"
amalgam1_to_amalgam3-random-sources-40-target-40,"[0.9908592321755028, 0.9908592321755028, 0.9829372333942717, 0.9908592321755028, 0.9908592321755028]","[23, 23, 22, 23, 23]","[169.140615566, 173.616884017, 170.982662738, 170.92962284, 169.759794064]","[0.00106018, 0.001385332, 0.001162784, 0.001353094, 0.000980452]","[2.483777532, 4.081977417, 3.315223555, 3.876378859, 1.9689339430000001]","[148.20031696, 150.124931555, 148.662822396, 148.325729444, 148.756541988]","[13.411729082, 14.19156337, 13.912661908, 13.622274177, 13.953911638]","[0.000417261, 0.000531901, 0.00047229, 0.000517231, 0.000393311]"
amalgam1_to_amalgam3-random-sources-50-target-50,"[1, 0.9921807124239791, 0.9912841371295759, 0.984016274338855, 0.9837303893085415]","[24, 23, 23, 22, 22]","[190.996115874, 194.340135525, 192.95370406, 190.607761711, 192.724057076]","[0.001352222, 0.001189143, 0.001308134, 0.001021663, 0.000906625]","[3.611666342, 2.952209309, 3.555735819, 2.3758674060000002, 1.940605948]","[165.870800726, 169.293585282, 167.681357916, 166.519620737, 168.562105149]","[15.816850904, 16.201133687, 15.884524094, 15.847518192, 16.280413913]","[0.000500391, 0.00043099, 0.000465312, 0.000411451, 0.000381821]"
amalgam1_to_amalgam3-random-sources-60-target-60,"[0.991671293725708, 0.9928017718715393, 0.991671293725708, 0.9847264648708692, 1]","[23, 23, 23, 22, 24]","[208.828982213, 216.899774444, 214.504760901, 210.524685792, 209.969179812]","[0.00144584, 0.001712146, 0.001725831, 0.001299222, 0.001318596]","[3.85947209, 4.590583679, 4.391031876, 3.161525344, 3.452474489]","[181.46913551, 187.704283751, 185.641473557, 183.070505316, 182.193757448]","[17.248630182, 17.94368598, 17.872527102, 17.858106157, 17.890823922]","[0.000461771, 0.000526129, 0.00050879, 0.000434472, 0.000447121]"
amalgam1_to_amalgam3-random-sources-70-target-70,"[0.9928438908030744, 0.9853762297261367, 0.9851143009037746, 0.9920255183413078, 0.9920255183413078]","[23, 22, 22, 23, 23]","[225.098409916, 220.057322172, 220.230384957, 220.588986218, 225.929335081]","[0.001631823, 0.001255884, 0.001362593, 0.00210536, 0.001797607]","[3.947877568, 2.908891899, 3.389070575, 5.304041415, 4.222055879]","[194.396610739, 190.639184656, 190.99380104, 189.47684387, 195.058121465]","[19.553095035, 19.460202823, 18.86782456, 18.901988966, 19.488496531]","[0.000484181, 0.00041295, 0.000447581, 0.000523862, 0.000499422]"
amalgam1_to_amalgam3-random-sources-80-target-80,"[1, 0.9859729660800816, 0.985721570627231, 0.9923508414074452, 0.9923508414074452]","[24, 22, 22, 23, 23]","[241.960304018, 233.594792808, 239.9579519, 234.1397661, 232.892822368]","[0.002037015, 0.001132934, 0.002038516, 0.001945247, 0.001762913]","[5.207643082, 2.351003142, 5.282438342, 4.892257081, 3.768861669]","[207.786100401, 203.328029201, 205.844601399, 201.102361912, 201.168084527]","[21.141260879, 20.43352199, 21.072305565, 20.562154377, 20.417329099]","[0.000501372, 0.000412921, 0.000507663, 0.000501732, 0.000472501]"
amalgam1_to_amalgam3-random-sources-90-target-90,"[0.9926506614404703, 0.9865229110512129, 0.993403371610066, 0.9926506614404703, 0.9926506614404703]","[23, 22, 23, 23, 23]","[243.455165859, 246.181569119, 246.810888468, 246.132831828, 244.100515036]","[0.0021635, 0.002512763, 0.002512474, 0.002612444, 0.002327188]","[4.906591665, 5.723839755, 5.135464028, 5.661114296, 5.067205917]","[208.202837512, 210.03534925, 210.73002496, 209.790530186, 208.647243652]","[22.148059339, 22.22456555, 22.865135146, 22.746643856, 22.230726659]","[0.000492009, 0.000522003, 0.000504383, 0.000521122, 0.000578358]"
amalgam1_to_amalgam3-random-sources-100-target-100,"[0.9929278642149929, 0.9903597460616036, 0.9929278642149929, 0.9929278642149929, 0.9929278642149929]","[23, 23, 23, 23, 23]","[256.332621261, 256.894815387, 257.092775174, 260.835879179, 256.441335263]","[0.002429259, 0.002380949, 0.002002024, 0.002381946, 0.002206778]","[5.030748056, 5.219346791, 4.302151506, 5.111800581, 5.320400205]","[218.334740867, 218.506581812, 219.069666377, 221.579972656, 218.293188229]","[24.026915491, 24.255772494, 24.702958072, 25.057780023, 24.061636921]","[0.000511961, 0.000503832, 0.000463612, 0.000477842, 0.000483231]"
amalgam1_to_amalgam3-weighted_distance-sources-0-target-0,"[0.9547681869581606, 0.9547681869581606, 0.9547681869581606, 0.9547681869581606, 0.9547681869581606]","[22, 22, 22, 22, 22]","[124.693602013, 124.446976928, 124.306671668, 124.644844863, 124.752552582]","[0.000848293, 0.000821994, 0.000866143, 0.000829092, 0.000836088]","[1.197027414, 1.035890019, 1.054425042, 1.051018492, 1.041550983]","[114.442069313, 114.53753875, 114.414134006, 114.703174262, 114.862963256]","[6.759725598, 6.761504968, 6.7254195, 6.739876072, 6.719480392]","[0.000466612, 0.000460441, 0.000468061, 0.000459546, 0.000475583]"
amalgam1_to_amalgam3-weighted_distance-sources-10-target-10,"[0.9573409171702808, 0.9573409171702808, 0.9573409171702808, 0.9573409171702808, 0.9573409171702808]","[22, 22, 22, 22, 22]","[138.566760633, 135.715732502, 134.803777557, 137.491930167, 137.412129597]","[0.000876204, 0.000881651, 0.000960526, 0.000914292, 0.000883585]","[1.401603315, 1.350763415, 1.2907338830000001, 1.356393652, 1.301078504]","[125.133939246, 122.597651065, 121.783377475, 124.513159098, 124.337868906]","[8.831173943, 8.658855482, 8.577191088, 8.61404884, 8.627375888]","[0.000459897, 0.000504613, 0.000458457, 0.000490751, 0.000463861]"
amalgam1_to_amalgam3-weighted_distance-sources-20-target-20,"[0.9596367305751766, 0.9596367305751766, 0.9596367305751766, 0.9596367305751766, 0.9596367305751766]","[22, 22, 22, 22, 22]","[145.607996884, 147.816781596, 146.352052569, 145.023382853, 149.62564987]","[0.000930274, 0.000961683, 0.000950531, 0.000941772, 0.000965995]","[1.627183079, 1.662096591, 1.574144572, 1.601605755, 1.547000001]","[129.668081766, 131.603061646, 130.32303683, 129.231482714, 133.576530154]","[10.455705413, 10.734562312, 10.567794712, 10.389800815, 10.6400535]","[0.000447133, 0.000490171, 0.000465711, 0.000469301, 0.000483531]"
amalgam1_to_amalgam3-weighted_distance-sources-30-target-30,"[0.9616980529843601, 0.9616980529843601, 0.9616980529843601, 0.9616980529843601, 0.9616980529843601]","[22, 22, 22, 22, 22]","[156.876156328, 156.775273139, 156.817960949, 158.731557225, 157.609830148]","[0.001021095, 0.001036276, 0.001017659, 0.00097558, 0.000993802]","[1.961528528, 1.897827199, 1.860772317, 1.882775778, 1.860907333]","[138.498552285, 138.51321515, 138.434083069, 139.955122608, 138.959070554]","[12.033121822, 11.979446901, 12.129536179, 12.371886043, 12.343057273]","[0.000459292, 0.000470272, 0.000460662, 0.00046497, 0.000459362]"
amalgam1_to_amalgam3-weighted_distance-sources-40-target-40,"[0.9635590646826602, 0.9635590646826602, 0.9635590646826602, 0.9635590646826602, 0.9635590646826602]","[22, 22, 22, 22, 22]","[171.71054569, 171.382663608, 172.298463095, 169.286328705, 170.985188429]","[0.001119004, 0.001067273, 0.001103013, 0.001153414, 0.001062015]","[3.09482561, 3.080880212, 3.077185364, 3.074813465, 3.069299248]","[149.414503322, 149.128884384, 149.832260829, 147.749092316, 148.826984935]","[14.12025961, 14.06438874, 14.236456405, 13.47879359, 13.968340788]","[0.000470971, 0.000467612, 0.000515723, 0.000477703, 0.000454772]"
amalgam1_to_amalgam3-weighted_distance-sources-50-target-50,"[0.9652476107732406, 0.9652476107732406, 0.9652476107732406, 0.9652476107732406, 0.9652476107732406]","[22, 22, 22, 22, 22]","[189.776946393, 194.532801571, 195.026030229, 193.45327928, 194.635121446]","[0.001173364, 0.001172636, 0.001172215, 0.001269047, 0.001181732]","[3.451598577, 3.443674035, 3.410899594, 3.3871739180000002, 3.417943273]","[164.87050552, 169.105290105, 169.493967303, 168.085440823, 169.178063498]","[15.793379611, 16.108199909, 16.162477361, 16.07986732, 16.23928221]","[0.000448372, 0.000454273, 0.000466821, 0.000482332, 0.000468152]"
amalgam1_to_amalgam3-weighted_distance-sources-60-target-60,"[0.9667866039302518, 0.9667866039302518, 0.9667866039302518, 0.9667866039302518, 0.9667866039302518]","[22, 22, 22, 22, 22]","[211.517234357, 206.018530383, 209.136360987, 211.886008477, 213.686321093]","[0.00128408, 0.001285284, 0.001309035, 0.001336555, 0.001289515]","[3.674477461, 3.698389569, 3.693410348, 3.687630577, 3.703472993]","[183.676007926, 179.315313648, 181.749418642, 184.24940075, 185.540038834]","[17.723819521, 16.801600505, 17.348824433, 17.500719561, 17.870039032]","[0.000463661, 0.000457091, 0.000472453, 0.000487251, 0.000474629]"
amalgam1_to_amalgam3-weighted_distance-sources-70-target-70,"[0.9681950702358866, 0.9681950702358866, 0.9681950702358866, 0.9681950702358866, 0.9681950702358866]","[22, 22, 22, 22, 22]","[218.99927610700001, 218.706917691, 218.414878746, 219.00913838, 219.402395317]","[0.001485974, 0.001400532, 0.001420733, 0.001396637, 0.001421907]","[4.04811362, 3.970348572, 4.015287447, 3.993877395, 4.01795661]","[189.12612665, 189.222976655, 188.904879377, 189.225722118, 189.769107949]","[18.927743726, 18.703137765, 18.707071174, 18.856695274, 18.708037879]","[0.000480703, 0.000458932, 0.000452559, 0.000455497, 0.000486038]"
amalgam1_to_amalgam3-weighted_distance-sources-80-target-80,"[0.969488939740656, 0.969488939740656, 0.969488939740656, 0.969488939740656, 0.969488939740656]","[22, 22, 22, 22, 22]","[236.823367963, 242.698989644, 235.702635375, 232.535008863, 230.63662429]","[0.001532661, 0.0015308, 0.001510572, 0.001522892, 0.001597059]","[4.33345121, 4.312488443, 4.295511982, 4.30876348, 4.289641862]","[204.231180385, 209.263976334, 202.95971754, 200.330046608, 198.348523687]","[20.5980425, 21.274248726, 20.766868347, 20.397778015, 20.460689018]","[0.000449812, 0.000495924, 0.000480922, 0.00045009, 0.000456719]"
amalgam1_to_amalgam3-weighted_distance-sources-90-target-90,"[0.9706816516002932, 0.9706816516002932, 0.9706816516002932, 0.9706816516002932, 0.9706816516002932]","[22, 22, 22, 22, 22]","[243.01287765, 243.392980881, 244.34010765, 251.315213438, 246.40970239]","[0.001695504, 0.001704355, 0.00171224, 0.00180528, 0.001851326]","[4.589321729, 4.629631601, 4.592503708, 4.647842514, 4.614385703]","[208.5819053, 208.442284886, 209.681416537, 215.108097043, 210.805071876]","[22.046069547, 22.137781147, 22.323175295, 23.068402731, 22.695778083]","[0.000458764, 0.000446872, 0.00047589, 0.00049109, 0.000464963]"
amalgam1_to_amalgam3-weighted_distance-sources-100-target-100,"[0.9717846226193275, 0.9717846226193275, 0.9717846226193275, 0.9717846226193275, 0.9717846226193275]","[22, 22, 22, 22, 22]","[263.41873585, 262.064612278, 256.731884036, 259.37949713, 256.971181371]","[0.002469571, 0.001934895, 0.002251402, 0.001831717, 0.001842757]","[4.925388417, 4.994213818, 4.9724122170000005, 4.973116142, 5.018189531]","[223.593912816, 223.154489553, 218.951088895, 220.387810423, 219.428359969]","[25.635491997, 24.720131901, 23.928741671, 24.922174883, 24.051516998]","[0.000681312, 0.000479172, 0.000481291, 0.000462731, 0.000462292]"
amalgam1_to_amalgam3-greedy-sources-0-target-0,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[124.498856715, 123.644659205, 123.874348053, 123.845807922, 123.236180584]","[0.000733233, 0.000741833, 0.000758857, 0.000727809, 0.000801261]","[0.629201067, 0.534327326, 0.521258352, 0.564213102, 0.575522644]","[114.945896953, 114.223676578, 114.590027328, 114.482511624, 113.896259255]","[6.731782221, 6.7741709409999995, 6.665188709, 6.68020629, 6.677269853]","[0.000380582, 0.000371871, 0.000379357, 0.00037593, 0.00037556]"
