"index","similarity","path","time","souffle_time","neo4j_time","sim_time","gen_time","automaton_time","num_dup","num_tot"
"persondata-greedy","[1]","[13]","[3.9675779589999998]","[0.000105492]","[3.701755989]","[0.014218023]","[0.001030716]","[0.000227274]","[75]","[152]"
"persondata-random","[0.54]","[9]","[3.5280104530000003]","[0.000176803]","[3.350494217]","[0.024239032]","[0.001706978]","[0.000390357]","[135]","[266]"
"persondata-weighted_distance","[0.56]","[6]","[3.462805319]","[0.000196154]","[3.293025001]","[0.032333138]","[0.0020717]","[0.000479568]","[173]","[330]"
"persondata-naive","[1]","[13]","[243.901194045]","[0.029253342]","[200.454732987]","[3.309564911]","[0.335462222]","[0.059848466]","[23744]","[31590]"
