"index","similarity","path","time","souffle_time","neo4j_time","sim_time","gen_time","automaton_time","num_dup","num_tot","transfo_path"
"persondata-greedy-1","[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[1.081070921, 0.80531157, 0.888435606, 0.805220733, 0.919854761]","[9.141e-05, 0.00011573, 9.796e-05, 0.000113822, 0.00010341]","[0.949690662, 0.716641513, 0.791088681, 0.712060956, 0.827226526]","[0.00395192, 0.00407299, 0.004121731, 0.00400327, 0.004180612]","[0.000956263, 0.001133432, 0.001019061, 0.001106962, 0.001008571]","[0.00022204, 0.00024708, 0.000230101, 0.00024349, 0.00023249]","[42, 42, 45, 42, 45]","[86, 86, 92, 86, 92]","['AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")']"
"persondata-greedy-2","[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[1.434996336, 1.396512594, 1.30663007, 1.335841026, 1.307634894]","[0.00014993, 0.00016098, 0.00015313, 0.00015869, 0.000158771]","[1.273539683, 1.275680289, 1.179359471, 1.20529468, 1.177372003]","[0.006064845, 0.006130066, 0.006311435, 0.006581624, 0.006228677]","[0.001606632, 0.001781323, 0.001699593, 0.001828995, 0.001680881]","[0.000339211, 0.000373921, 0.00035107, 0.000358321, 0.00034976]","[75, 75, 75, 75, 78]","[148, 148, 148, 148, 152]","['AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")']"
"persondata-greedy-4","[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[2.314987097, 2.322721837, 2.218550134, 2.219166384, 2.275651473]","[0.00023259, 0.00025262, 0.00022161, 0.000238931, 0.00024927]","[2.056155664, 2.117768892, 2.010952963, 2.01698178, 2.059469542]","[0.009944596, 0.010165454, 0.009955625, 0.010072003, 0.010312228]","[0.002620541, 0.002671634, 0.002596111, 0.002736667, 0.002751297]","[0.00051135, 0.000542911, 0.00051989, 0.00054723, 0.000573652]","[140, 140, 140, 140, 140]","[268, 268, 268, 268, 268]","['AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")']"
"persondata-greedy-8","[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[3.9257461510000002, 3.854154292, 4.041916692, 4.051605152, 3.943587818]","[0.000395391, 0.000411722, 0.000397601, 0.00041913, 0.00039635]","[3.532044648, 3.468100888, 3.6469066850000003, 3.665646022, 3.565108826]","[0.017252904, 0.017320643, 0.017850935, 0.019266747, 0.017359049]","[0.004657879, 0.004721201, 0.004836441, 0.005121243, 0.004659254]","[0.000888503, 0.000927162, 0.00092759, 0.000965542, 0.000906251]","[274, 272, 272, 276, 272]","[498, 494, 502, 506, 498]","['AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")']"
"persondata-greedy-16","[1, 1, 1, 1, 1]","[13, 13, 13, 13, 13]","[7.182583258, 7.034659409, 7.01344078, 7.077448829, 7.034122385]","[0.00070349, 0.0006562, 0.000683692, 0.000694921, 0.00070136]","[6.424262594, 6.320020638, 6.290994531, 6.363937995, 6.320982719]","[0.033982083, 0.032347292, 0.032068676, 0.032594936, 0.032452099]","[0.008723458, 0.008378394, 0.008338245, 0.008445373, 0.008537178]","[0.001659386, 0.001654373, 0.001600122, 0.001616233, 0.001647385]","[568, 569, 562, 571, 569]","[970, 970, 962, 974, 970]","['AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")']"
"persondata-random-1","[0.6304347826086957, 0.6071428571428571, 0.528, 0.6666666666666666, 0.5202702702702703]","[11, 11, 6, 11, 11]","[3.037238719, 1.570154823, 1.13527014, 2.232679408, 1.361363097]","[0.00036995, 0.00022409, 0.0001328, 0.000268891, 0.00017577]","[2.626355917, 1.386556125, 1.017382435, 1.995497618, 1.195478203]","[0.011962568, 0.008397941, 0.005717019, 0.009640486, 0.00633184]","[0.003467367, 0.002218794, 0.001358572, 0.002612124, 0.001789062]","[0.000788643, 0.000542833, 0.000323021, 0.000588741, 0.00038561]","[175, 101, 76, 135, 84]","[332, 194, 144, 266, 164]","['AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""Person2"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""City"");AddVertexProperty(""x"", ""address"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""occ"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""occ"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string"")', 'AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string"")', 'AddVertex(""x"");AddVertexLabel(""x"", ""Zip"");AddVertexProperty(""x"", ""zip"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Person2"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""name"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")']"
"persondata-random-2","[0.6187050359712231, 0.5957446808510638, 0.6304347826086957, 0.728, 0.6119402985074627]","[11, 11, 11, 8, 8]","[4.333741774, 2.509643844, 3.120400753, 3.355957278, 2.825208732]","[0.000546711, 0.000306091, 0.000388151, 0.000424651, 0.000342643]","[3.819966289, 2.277980666, 2.7614072739999997, 3.0451039619999998, 2.568264155]","[0.018401557, 0.012015117, 0.014212502, 0.016650599, 0.013548818]","[0.00590548, 0.003325346, 0.004430238, 0.004624945, 0.003812178]","[0.001213151, 0.000707982, 0.000925912, 0.00100659, 0.000817332]","[259, 174, 218, 242, 197]","[502, 330, 398, 448, 376]","['AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""address"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""occ"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""y"");AddVertexLabel(""y"", ""Person2"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""City"");AddVertexProperty(""x"", ""zip"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""y"");AddVertexLabel(""y"", ""Zip"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""City"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""address"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")']"
"persondata-random-4","[0.7241379310344828, 0.5384615384615384, 0.6119402985074627, 0.6187050359712231, 0.7307692307692307]","[13, 9, 8, 11, 11]","[4.629147698, 3.6605863899999997, 4.085391271, 4.848637369, 4.417711911]","[0.00053711, 0.000433291, 0.000473461, 0.000582881, 0.00053418]","[4.091517607, 3.299056194, 3.642907686, 4.368945449, 3.942598672]","[0.019268446, 0.016354813, 0.01722609, 0.021285401, 0.018783001]","[0.005927617, 0.004651278, 0.005204622, 0.006465154, 0.005819449]","[0.001184811, 0.000950021, 0.001052595, 0.001351665, 0.001223301]","[300, 250, 265, 345, 293]","[558, 470, 508, 636, 556]","['AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""occ"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""name"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""address"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string"")', 'AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""Zip"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")', 'AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""city"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""address"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""address"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")']"
"persondata-random-8","[0.7307692307692307, 0.7307692307692307, 0.7361111111111112, 0.7307692307692307, 0.7361111111111112]","[11, 11, 13, 11, 13]","[7.018372494, 8.695542173, 11.248764297, 7.203517633, 7.342068961]","[0.00077528, 0.00091938, 0.001244382, 0.00071724, 0.00079338]","[6.266842388, 7.758468132, 9.861718917, 6.190919351, 6.510318986]","[0.029788176, 0.035574085, 0.045055465, 0.029576251, 0.030715173]","[0.008839943, 0.010529292, 0.014291104, 0.008665768, 0.009260758]","[0.001735612, 0.002086083, 0.00271402, 0.00167658, 0.00188251]","[493, 589, 753, 490, 515]","[900, 1088, 1370, 898, 948]","['AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""city"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""name"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""zip"", ""string""):AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_PLACE"")', 'AddVertex(""y"");AddVertexLabel(""y"", ""City"");AddVertexProperty(""y"", ""city"", ""string""):AddVertex(""x"");AddVertexLabel(""x"", ""Person2"");AddVertexProperty(""x"", ""city"", ""string""):AddVertex(""z"");AddVertexLabel(""z"", ""Zip"");AddVertexProperty(""z"", ""zip"", ""string""):AddEdge(""y_z"", ""y"", ""z"");AddEdgeLabel(""y_z"", ""HAS_ADDRESS""):AddEdge(""x_y"", ""x"", ""y"");AddEdgeLabel(""x_y"", ""HAS_ADDRESS"")']"
