index,similarity,path,time,souffle_time,neo4j_time,sim_time,gen_time,automaton_time,transfo_path
dblp_to_amalgam1-random-1,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[29.921141124000002, 29.490819308, 29.183238805, 29.473807486, 29.299253287]","[0.000395244, 0.000383734, 0.000382225, 0.000376764, 0.000387854]","[0.780638208, 0.214402627, 0.19506921, 0.199151556, 0.187288967]","[27.189479036, 27.496300501, 27.200563333, 27.518055329, 27.33492828]","[1.255024314, 1.24786051, 1.254943212, 1.229545647, 1.240919355]","[0.000356903, 0.000353464, 0.000362353, 0.000355983, 0.000365083]","['AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, note, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, pages, INTEGER):AddVertex(Auth);AddVertexProperty(Auth, authorid, STRING);AddVertexProperty(Auth, name, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, note, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, num, INTEGER):AddVertex(Auth);AddVertexProperty(Auth, authorid, STRING);AddVertexProperty(Auth, name, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, articleid, STRING):AddVertex(Auth);AddVertexProperty(Auth, name, STRING);AddVertexProperty(Auth, authorid, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, note, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, refs, STRING):AddVertex(Auth);AddVertexProperty(Auth, name, STRING);AddVertexProperty(Auth, authorid, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, note, STRING);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, fullxxxrefs, STRING):AddVertex(Auth);AddVertexProperty(Auth, name, STRING);AddVertexProperty(Auth, authorid, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)']"
dblp_to_amalgam1-random-2,"[0.9781849912739965, 0.971027216856892, 1, 0.9499561018437226, 1]","[22, 22, 23, 21, 23]","[29.609454446, 29.371887545, 29.41820336, 29.426115036, 29.48288354]","[0.000459159, 0.000423619, 0.000433701, 0.000414171, 0.000421243]","[0.550078953, 0.343387647, 0.379672293, 0.326543409, 0.339419207]","[27.280622745, 27.241235704, 27.240566602, 27.308089044, 27.360331644]","[1.240113845, 1.247274878, 1.243457485, 1.24762978, 1.246207377]","[0.00041263, 0.0004024, 0.000403243, 0.000381771, 0.000401513]","['AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, title, STRING);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, fullxxxrefs, STRING):AddVertex(Auth);AddVertexProperty(Auth, authorid, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, preliminary, STRING):AddVertex(Auth);AddVertexProperty(Auth, name, STRING);AddVertexProperty(Auth, authorid, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, note, STRING):AddVertex(Auth);AddVertexProperty(Auth, name, STRING);AddVertexProperty(Auth, authorid, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, note, STRING);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, num, INTEGER):AddVertex(Auth);AddVertexProperty(Auth, name, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, num, INTEGER):AddVertex(Auth);AddVertexProperty(Auth, name, STRING);AddVertexProperty(Auth, authorid, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)']"
dblp_to_amalgam1-random-4,"[1, 1, 0.971027216856892, 0.971027216856892, 0.9781849912739965]","[23, 23, 22, 22, 22]","[29.939003875, 29.70637124, 29.511168061, 29.971026468, 29.627686517]","[0.000498241, 0.000416391, 0.000387962, 0.000467562, 0.000413622]","[0.663504562, 0.429115858, 0.327229952, 0.524322588, 0.424648153]","[27.381659648, 27.471062162, 27.369739456, 27.619384897, 27.388847436]","[1.258544713, 1.254749668, 1.264853938, 1.261031394, 1.258001203]","[0.00046429, 0.000381722, 0.000357751, 0.000431383, 0.000388981]","['AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, title, STRING);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, month, INTEGER):AddVertex(Auth);AddVertexProperty(Auth, name, STRING);AddVertexProperty(Auth, authorid, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, vol, INTEGER):AddVertex(Auth);AddVertexProperty(Auth, name, STRING);AddVertexProperty(Auth, authorid, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, note, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, oldkey, STRING):AddVertex(Auth);AddVertexProperty(Auth, authorid, STRING);AddVertexProperty(Auth, name, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, oldkey, STRING):AddVertex(Auth);AddVertexProperty(Auth, name, STRING);AddVertexProperty(Auth, authorid, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, note, STRING);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, num, INTEGER):AddVertex(Auth);AddVertexProperty(Auth, authorid, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)']"
dblp_to_amalgam1-random-8,"[0.9781849912739965, 0.9781849912739965, 0.9781849912739965, 1, 0.9499561018437226]","[22, 22, 22, 23, 21]","[30.357162082, 30.188262803, 29.904527273, 30.079950737, 29.456799459]","[0.000551572, 0.000552532, 0.000495493, 0.000534694, 0.000418837]","[1.032156184, 0.965080413, 0.740515252, 0.82530032, 0.5115473]","[27.498193499, 27.383940454, 27.322552289, 27.42109201, 27.128080586]","[1.262978691, 1.273206581, 1.276455773, 1.275356501, 1.272111441]","[0.000507702, 0.000500512, 0.000446193, 0.000507833, 0.000378328]","['AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, title, STRING);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, abstract, STRING):AddVertex(Auth);AddVertexProperty(Auth, name, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, vol, INTEGER):AddVertex(Auth);AddVertexProperty(Auth, name, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, title, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, fullxxxrefs, STRING):AddVertex(Auth);AddVertexProperty(Auth, name, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, pages, INTEGER):AddVertex(Auth);AddVertexProperty(Auth, name, STRING);AddVertexProperty(Auth, authorid, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, note, STRING);AddVertexProperty(x, refs, STRING):AddVertex(Auth);AddVertexProperty(Auth, name, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)']"
dblp_to_amalgam1-random-16,"[0.9650959860383944, 0.9650959860383944, 0.9650959860383944, 0.9650959860383944, 1]","[22, 22, 22, 22, 23]","[30.755799649, 30.060294344, 30.227788012, 30.162249676, 30.162840173]","[0.000507973, 0.000505913, 0.000511232, 0.000538263, 0.000466294]","[1.092348337, 0.969780277, 1.04317396, 1.10429616, 0.894682832]","[27.743160358, 27.255073529, 27.357552004, 27.213483582, 27.434381637]","[1.301720035, 1.273634263, 1.266064902, 1.279683881, 1.275604438]","[0.000462584, 0.000454142, 0.000470533, 0.000488532, 0.000479592]","['AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, pages, INTEGER):AddVertex(Auth);AddVertexProperty(Auth, name, STRING);AddVertexProperty(Auth, authorid, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, note, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, refkey, STRING):AddVertex(Auth);AddVertexProperty(Auth, authorid, STRING);AddVertexProperty(Auth, name, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, refs, STRING):AddVertex(Auth);AddVertexProperty(Auth, name, STRING);AddVertexProperty(Auth, authorid, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, fullxxxrefs, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, title, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, articleid, STRING):AddVertex(Auth);AddVertexProperty(Auth, authorid, STRING);AddVertexProperty(Auth, name, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)', 'AddVertex(x);AddVertexLabel(x, TArticle);AddVertexProperty(x, title, STRING);AddVertexProperty(x, remarks, STRING);AddVertexProperty(x, num, INTEGER);AddVertexProperty(x, articleid, STRING);AddVertexProperty(x, note, STRING);AddVertexProperty(x, oldkey, STRING);AddVertexProperty(x, xxxrefs, STRING);AddVertexProperty(x, refs, STRING);AddVertexProperty(x, pages, INTEGER);AddVertexProperty(x, preliminary, STRING);AddVertexProperty(x, vol, INTEGER);AddVertexProperty(x, year, INTEGER);AddVertexProperty(x, month, INTEGER);AddVertexProperty(x, abstract, STRING);AddVertexProperty(x, refkey, STRING);AddVertexProperty(x, fullxxxrefs, STRING):AddVertex(Auth);AddVertexProperty(Auth, authorid, STRING);AddVertexProperty(Auth, name, STRING):AddEdge(e, x, Auth);AddEdgeLabel(e, ARTICLE_PUBLISHED)']"
