index,similarity,path,time,souffle_time,neo4j_time,sim_time,gen_time,automaton_time
ibench_huge-weighted_distance-2,"[0.9993910877387213, 0.9993910877387213, 0.9993910877387213, 0.9993910877387213, 0.9993910877387213]","[23, 23, 23, 23, 23]","[66.212653775, 65.504543387, 60.707234229, 66.033727144, 67.091671457]","[0.001691994, 0.00157375, 0.00142624, 0.001437001, 0.001584961]","[13.791626066, 14.110789941, 13.155196228, 15.206808003999999, 14.089133948]","[47.274026415, 46.461514459, 43.261225916, 46.103210901, 47.686345119]","[2.675016353, 2.596139871, 2.40215107, 2.520092199, 2.740291785]","[0.000492138, 0.000513927, 0.000451045, 0.000473872, 0.000628931]"
ibench_huge-weighted_distance-4,"[0.9993910877387213, 0.9993910877387213, 0.9993910877387213, 0.9993910877387213, 0.9993910877387213]","[23, 23, 23, 23, 23]","[82.701116599, 76.476321882, 81.698131892, 77.411038566, 79.615717067]","[0.001564058, 0.001724937, 0.001488419, 0.001450644, 0.001511789]","[29.655706122, 27.597158281, 29.307075246, 27.626792284, 30.12117124]","[48.02720337, 44.591829141, 47.416746932, 45.245930295, 45.206444548]","[2.6663663509999997, 2.434984128, 2.682217992, 2.517528945, 2.456730643]","[0.00056573, 0.00057873, 0.000543627, 0.000522853, 0.00054434]"
ibench_huge-weighted_distance-8,"[0.9978411292554664, 0.9978411292554664, 0.9978411292554664, 0.9978411292554664, 0.9978411292554664]","[21, 21, 21, 21, 21]","[114.188943476, 105.353703928, 110.776156525, 115.130732458, 112.898216921]","[0.001517249, 0.001748502, 0.001509319, 0.001929311, 0.001647936]","[58.299589839, 54.380388454, 58.085699161, 59.043924476, 57.950467204]","[50.500570176, 46.437637422, 47.739287789, 50.76287517, 49.787715237]","[2.9116199480000002, 2.555049317, 2.6711951430000003, 2.881834607, 2.790513232]","[0.000626299, 0.000641839, 0.000628997, 0.000717756, 0.000614367]"
ibench_huge-weighted_distance-16,"[0.9978411292554664, 0.9978411292554664, 0.9978411292554664, 0.9978411292554664, 0.9978411292554664]","[21, 21, 21, 21, 21]","[167.997739449, 159.82009999, 161.158946338, 171.245352239, 170.059471543]","[0.001603869, 0.001506594, 0.001801242, 0.001916163, 0.001820488]","[113.604106326, 108.310199643, 110.035368529, 114.914863382, 115.749784374]","[49.258724354, 46.810415957000004, 46.570025598, 51.110303636, 49.205735754]","[2.796579337, 2.628985931, 2.575560787, 2.913910852, 2.776478347]","[0.000637525, 0.000675401, 0.000712407, 0.000873659, 0.000700381]"
ibench_huge-naive-1,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[55.409032819, 56.3071036, 56.180702951, 57.898018097, 56.428539527]","[0.001067092, 0.001314913, 0.001057423, 0.001179113, 0.000967091]","[5.667816292, 6.291370849, 6.035106175, 5.900737076, 5.708218885]","[44.824412968, 45.293260446, 45.328012506, 46.795169377, 45.509069393]","[2.579982571, 2.618970683, 2.5237237649999997, 2.6920152760000002, 2.708634195]","[0.000340542, 0.00048314, 0.00036039, 0.00036958, 0.00034307]"
ibench_huge-naive-2,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[75.440180149, 74.998642584, 74.422968727, 75.537358022, 77.601342317]","[0.003489121, 0.003307509, 0.003196535, 0.003473724, 0.003376798]","[26.364804609, 26.334482401, 25.479133793, 25.969948745, 26.659277459]","[45.696533321, 45.287205283, 45.332772147, 45.813831276, 47.057047748]","[2.598116016, 2.519066631, 2.542090711, 2.664343692, 2.739339136]","[0.000758502, 0.000737776, 0.00070372, 0.000719449, 0.0007118]"
ibench_huge-naive-4,"[1, 1, 1, 1, 1]","[24, 24, 24, 24, 24]","[204.638826027, 207.865413824, 204.812048521, 201.143775949, 202.531891996]","[0.017243409, 0.016782826, 0.017514368, 0.017851013, 0.017623184]","[153.751575755, 154.927029249, 153.002037894, 151.715308718, 150.686319538]","[51.373191446, 52.23824854, 51.778480522, 50.117096523, 52.090490181]","[3.137759327, 3.268957412, 3.206228939, 3.064243609, 3.149549264]","[0.002797456, 0.002729576, 0.002785988, 0.002819349, 0.002895273]"
ibench_huge-naive-8,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
ibench_huge-naive-16,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]"
dblp_to_amalgam1-naive-1,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[31.854317373, 29.749592648, 30.118130302, 29.932861087, 30.333059699]","[0.000380221, 0.000379251, 0.000445871, 0.000377441, 0.000385431]","[1.052420183, 0.278798214, 0.23393536, 0.241390163, 0.274148402]","[28.39711991, 27.26997451, 27.656858214, 27.471865141, 27.80936371]","[1.525500826, 1.497354705, 1.515605194, 1.5030226340000001, 1.512226888]","[0.000378361, 0.000371441, 0.000369801, 0.00037498, 0.00037862]"
dblp_to_amalgam1-naive-2,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[30.112496357, 30.191142037, 30.202528288, 30.744281069, 31.079995594]","[0.00043202, 0.00041904, 0.000410351, 0.000425431, 0.000421421]","[0.649961424, 0.623813506, 0.548310508, 0.624087663, 0.573858823]","[27.247778441, 27.371560388, 27.448225564, 27.801813663, 28.280533446]","[1.488401813, 1.485687763, 1.485328013, 1.5122360019999999, 1.50171918]","[0.00042098, 0.0004302, 0.000416633, 0.000418332, 0.000417073]"
dblp_to_amalgam1-naive-4,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[31.396156369, 31.192155423, 30.811660794, 31.040099899, 30.94294911]","[0.000513122, 0.000571842, 0.000488114, 0.000509092, 0.000497611]","[1.411458643, 1.3512202150000001, 1.258360373, 1.253554033, 1.445013756]","[27.700182302, 27.623489038, 27.322421951, 27.554875126, 27.265245534]","[1.502698218, 1.482636852, 1.499529513, 1.50371824, 1.518938479]","[0.000520292, 0.000538671, 0.000499451, 0.000527911, 0.000519742]"
dblp_to_amalgam1-naive-8,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[31.737352846, 31.93241479, 31.889951396, 31.932431206, 33.372135876]","[0.000675904, 0.000643472, 0.000647995, 0.000662093, 0.000652471]","[2.038120048, 2.273536632, 2.212538204, 2.044189098, 2.284433007]","[27.427968434, 27.435209654, 27.408108342, 27.616525581, 28.811311382]","[1.5087481280000001, 1.490043059, 1.508365824, 1.517584204, 1.511411106]","[0.000683164, 0.000676962, 0.000661902, 0.000660243, 0.000668534]"
dblp_to_amalgam1-naive-16,"[1, 1, 1, 1, 1]","[23, 23, 23, 23, 23]","[35.176765801, 35.674709498, 34.064125997, 34.606059654, 35.228060955]","[0.000897421, 0.000893733, 0.000901143, 0.000948373, 0.000890542]","[4.346615964, 4.319493234, 4.393744351, 4.228546025, 4.296872332]","[28.509245183, 29.020046097, 27.375594599, 28.065492398, 28.567434651]","[1.5070004510000001, 1.5084041510000001, 1.490064271, 1.50126605, 1.5248807659999999]","[0.000984454, 0.000924882, 0.000927135, 0.000985413, 0.000918454]"
